"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
2,"propMissAct_0.24_autoCorr_0.5","ar1",0.400623269384945,0.0350303451558717,"MAR","dropNA_simple",2
2,"propMissAct_0.24_autoCorr_0.5","intercept",3.99976606820017,0.519650531344997,"MAR","dropNA_simple",2
2,"propMissAct_0.24_autoCorr_0.5","xreg1",1.5051063258853,0.146080391704522,"MAR","dropNA_simple",2
2,"propMissAct_0.24_autoCorr_0.5","xreg2",-1.27772208267627,0.144353939760949,"MAR","dropNA_simple",2
2,"propMissAct_0.24_autoCorr_0.5","sigma",0.61437653340938,NA,"MAR","dropNA_simple",2
2,"propMissAct_0.42_autoCorr_0.51","ar1",0.421802918048491,0.0403022743567227,"MAR","dropNA_simple",2
2,"propMissAct_0.42_autoCorr_0.51","intercept",3.81918622028524,0.567215498136785,"MAR","dropNA_simple",2
2,"propMissAct_0.42_autoCorr_0.51","xreg1",1.62887382935266,0.163365989996274,"MAR","dropNA_simple",2
2,"propMissAct_0.42_autoCorr_0.51","xreg2",-1.21404660501937,0.158419866516377,"MAR","dropNA_simple",2
2,"propMissAct_0.42_autoCorr_0.51","sigma",0.543152999976102,NA,"MAR","dropNA_simple",2
2,"propMissAct_0.62_autoCorr_0.52","ar1",0.330617088461454,0.0543583190162098,"MAR","dropNA_simple",2
2,"propMissAct_0.62_autoCorr_0.52","intercept",4.68877232907614,0.740507326840956,"MAR","dropNA_simple",2
2,"propMissAct_0.62_autoCorr_0.52","xreg1",1.43236252846463,0.191591003182472,"MAR","dropNA_simple",2
2,"propMissAct_0.62_autoCorr_0.52","xreg2",-1.45823751314533,0.205254804179209,"MAR","dropNA_simple",2
2,"propMissAct_0.62_autoCorr_0.52","sigma",0.624978389736414,NA,"MAR","dropNA_simple",2
2,"propMissAct_0.24_autoCorr_0.5","ar1",0.381220974347552,0.0374282392264265,"MAR","dropNA_complete",2
2,"propMissAct_0.24_autoCorr_0.5","intercept",4.26434964462215,0.562158765128228,"MAR","dropNA_complete",2
2,"propMissAct_0.24_autoCorr_0.5","xreg1",1.51606183643534,0.155506140356415,"MAR","dropNA_complete",2
2,"propMissAct_0.24_autoCorr_0.5","xreg2",-1.35638145213395,0.156434961444552,"MAR","dropNA_complete",2
2,"propMissAct_0.24_autoCorr_0.5","sigma",0.626239505576607,NA,"MAR","dropNA_complete",2
2,"propMissAct_0.42_autoCorr_0.51","ar1",0.34419979064717,0.0474498576397848,"MAR","dropNA_complete",2
2,"propMissAct_0.42_autoCorr_0.51","intercept",4.18062870086028,0.590031630341124,"MAR","dropNA_complete",2
2,"propMissAct_0.42_autoCorr_0.51","xreg1",1.65358722084497,0.184865623796435,"MAR","dropNA_complete",2
2,"propMissAct_0.42_autoCorr_0.51","xreg2",-1.31198622037318,0.165527123441233,"MAR","dropNA_complete",2
2,"propMissAct_0.42_autoCorr_0.51","sigma",0.588753823654652,NA,"MAR","dropNA_complete",2
2,"propMissAct_0.62_autoCorr_0.52","ar1",0.455551493654969,0.0587438963243955,"MAR","dropNA_complete",2
