"","CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
"203",103,"propMissAct_0.42_autoCorr_0.22","xreg1",1.49038499571358,0.187395778555464,"MAR","dropNA_complete",103
"204",103,"propMissAct_0.42_autoCorr_0.22","xreg2",-1.28250812063657,0.174836582240387,"MAR","dropNA_complete",103
"205",103,"propMissAct_0.42_autoCorr_0.22","sigma",0.598187978656611,NA,"MAR","dropNA_complete",103
"206",103,"propMissAct_0.63_autoCorr_0.26","ar1",0.490806329911493,0.0691622264729358,"MAR","dropNA_complete",103
"207",103,"propMissAct_0.63_autoCorr_0.26","intercept",3.62654699109859,1.01290804027744,"MAR","dropNA_complete",103
"208",103,"propMissAct_0.63_autoCorr_0.26","xreg1",1.70924553302242,0.281164160594348,"MAR","dropNA_complete",103
"209",103,"propMissAct_0.63_autoCorr_0.26","xreg2",-1.17936723016539,0.287442993531711,"MAR","dropNA_complete",103
"210",103,"propMissAct_0.63_autoCorr_0.26","sigma",0.481254855119348,NA,"MAR","dropNA_complete",103
"211",103,"propMissAct_0.24_autoCorr_0.28","ar1",0.462688905701148,0.034415085552627,"MAR","Kalman Filter",103
"212",103,"propMissAct_0.24_autoCorr_0.28","intercept",4.17524914682615,0.496718000967506,"MAR","Kalman Filter",103
"213",103,"propMissAct_0.24_autoCorr_0.28","xreg1",1.51466595825908,0.142906868523056,"MAR","Kalman Filter",103
"214",103,"propMissAct_0.24_autoCorr_0.28","xreg2",-1.3130456826958,0.137531427643397,"MAR","Kalman Filter",103
"215",103,"propMissAct_0.24_autoCorr_0.28","sigma",0.557633189510382,NA,"MAR","Kalman Filter",103
"216",103,"propMissAct_0.42_autoCorr_0.22","ar1",0.440243087897636,0.0420683818589179,"MAR","Kalman Filter",103
"217",103,"propMissAct_0.42_autoCorr_0.22","intercept",4.51360599458907,0.551510609307115,"MAR","Kalman Filter",103
"218",103,"propMissAct_0.42_autoCorr_0.22","xreg1",1.6171596028865,0.151479513045776,"MAR","Kalman Filter",103
"219",103,"propMissAct_0.42_autoCorr_0.22","xreg2",-1.4329445087648,0.153748140808899,"MAR","Kalman Filter",103
"220",103,"propMissAct_0.42_autoCorr_0.22","sigma",0.578555233457444,NA,"MAR","Kalman Filter",103
"221",103,"propMissAct_0.63_autoCorr_0.26","ar1",0.476301210315823,0.0590109492004486,"MAR","Kalman Filter",103
"222",103,"propMissAct_0.63_autoCorr_0.26","intercept",5.10563571510869,0.682286131894764,"MAR","Kalman Filter",103
"223",103,"propMissAct_0.63_autoCorr_0.26","xreg1",1.70189289307195,0.190380643166644,"MAR","Kalman Filter",103
"224",103,"propMissAct_0.63_autoCorr_0.26","xreg2",-1.5929070038675,0.191851998288737,"MAR","Kalman Filter",103
"225",103,"propMissAct_0.63_autoCorr_0.26","sigma",0.558952179347992,NA,"MAR","Kalman Filter",103
"226",103,"propMissAct_0.24_autoCorr_0.28","intercept",0.372036414698606,0.045498101634331,"MAR","Multiple Imputations",103
