"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
18,"propMissAct_0.21_autoCorr_0.73","ar1",0.417941444194306,0.0332656375127434,"MAR","dropNA_simple",18
18,"propMissAct_0.21_autoCorr_0.73","intercept",4.20952645762153,0.50257866678191,"MAR","dropNA_simple",18
18,"propMissAct_0.21_autoCorr_0.73","xreg1",1.46127127408674,0.14412347197589,"MAR","dropNA_simple",18
18,"propMissAct_0.21_autoCorr_0.73","xreg2",-1.325605114531,0.139091660810604,"MAR","dropNA_simple",18
18,"propMissAct_0.21_autoCorr_0.73","sigma",0.604971115485844,NA,"MAR","dropNA_simple",18
18,"propMissAct_0.42_autoCorr_0.75","ar1",0.39785696601681,0.039301304602743,"MAR","dropNA_simple",18
18,"propMissAct_0.42_autoCorr_0.75","intercept",4.0516667099281,0.584815407949561,"MAR","dropNA_simple",18
18,"propMissAct_0.42_autoCorr_0.75","xreg1",1.41534757539567,0.165487962600353,"MAR","dropNA_simple",18
18,"propMissAct_0.42_autoCorr_0.75","xreg2",-1.27757422204995,0.163321590847291,"MAR","dropNA_simple",18
18,"propMissAct_0.42_autoCorr_0.75","sigma",0.629813645004651,NA,"MAR","dropNA_simple",18
18,"propMissAct_0.6_autoCorr_0.76","ar1",0.461183941909423,0.0481763891932761,"MAR","dropNA_simple",18
18,"propMissAct_0.6_autoCorr_0.76","intercept",4.30241260226774,0.663547441063208,"MAR","dropNA_simple",18
18,"propMissAct_0.6_autoCorr_0.76","xreg1",1.81159823597329,0.190580407641338,"MAR","dropNA_simple",18
18,"propMissAct_0.6_autoCorr_0.76","xreg2",-1.37203697919886,0.18355298682111,"MAR","dropNA_simple",18
18,"propMissAct_0.6_autoCorr_0.76","sigma",0.471954689062534,NA,"MAR","dropNA_simple",18
18,"propMissAct_0.21_autoCorr_0.73","ar1",0.44469921613793,0.0346381136688692,"MAR","dropNA_complete",18
18,"propMissAct_0.21_autoCorr_0.73","intercept",3.98890477875097,0.525695636913273,"MAR","dropNA_complete",18
18,"propMissAct_0.21_autoCorr_0.73","xreg1",1.40317083016082,0.150886382656196,"MAR","dropNA_complete",18
18,"propMissAct_0.21_autoCorr_0.73","xreg2",-1.25355837948637,0.145858637571537,"MAR","dropNA_complete",18
18,"propMissAct_0.21_autoCorr_0.73","sigma",0.571005299873851,NA,"MAR","dropNA_complete",18
18,"propMissAct_0.42_autoCorr_0.75","ar1",0.381508137440313,0.0427372438792217,"MAR","dropNA_complete",18
18,"propMissAct_0.42_autoCorr_0.75","intercept",4.04661004187981,0.629047516273484,"MAR","dropNA_complete",18
18,"propMissAct_0.42_autoCorr_0.75","xreg1",1.3402941374824,0.182716547608999,"MAR","dropNA_complete",18
18,"propMissAct_0.42_autoCorr_0.75","xreg2",-1.27099434747978,0.176585134580823,"MAR","dropNA_complete",18
18,"propMissAct_0.42_autoCorr_0.75","sigma",0.665364935848916,NA,"MAR","dropNA_complete",18
18,"propMissAct_0.6_autoCorr_0.76","ar1",0.430625256279917,0.0549130489304413,"MAR","dropNA_complete",18
18,"propMissAct_0.6_autoCorr_0.76","intercept",4.32430751840596,0.700296939620598,"MAR","dropNA_complete",18
18,"propMissAct_0.6_autoCorr_0.76","xreg1",1.88403363532565,0.216402387677787,"MAR","dropNA_complete",18
18,"propMissAct_0.6_autoCorr_0.76","xreg2",-1.38485567183557,0.192750393891077,"MAR","dropNA_complete",18
18,"propMissAct_0.6_autoCorr_0.76","sigma",0.496690291459012,NA,"MAR","dropNA_complete",18
18,"propMissAct_0.21_autoCorr_0.73","ar1",0.465956438687103,0.034703659221317,"MAR","Kalman Filter",18
18,"propMissAct_0.21_autoCorr_0.73","intercept",4.04791158067209,0.519604685357862,"MAR","Kalman Filter",18
18,"propMissAct_0.21_autoCorr_0.73","xreg1",1.45240252229177,0.145555265026475,"MAR","Kalman Filter",18
18,"propMissAct_0.21_autoCorr_0.73","xreg2",-1.28306459280745,0.144158115844519,"MAR","Kalman Filter",18
18,"propMissAct_0.21_autoCorr_0.73","sigma",0.587280028725193,NA,"MAR","Kalman Filter",18
18,"propMissAct_0.42_autoCorr_0.75","ar1",0.372158003138425,0.0389804706711891,"MAR","Kalman Filter",18
18,"propMissAct_0.42_autoCorr_0.75","intercept",4.31583984766902,0.546274717149246,"MAR","Kalman Filter",18
18,"propMissAct_0.42_autoCorr_0.75","xreg1",1.52787461641252,0.152023670535336,"MAR","Kalman Filter",18
18,"propMissAct_0.42_autoCorr_0.75","xreg2",-1.36143527862191,0.152057969540223,"MAR","Kalman Filter",18
18,"propMissAct_0.42_autoCorr_0.75","sigma",0.633353462112924,NA,"MAR","Kalman Filter",18
18,"propMissAct_0.6_autoCorr_0.76","ar1",0.476115629997755,0.0475814081306155,"MAR","Kalman Filter",18
18,"propMissAct_0.6_autoCorr_0.76","intercept",4.87232502456116,0.634123210649223,"MAR","Kalman Filter",18
18,"propMissAct_0.6_autoCorr_0.76","xreg1",1.80286382261953,0.181979304548291,"MAR","Kalman Filter",18
18,"propMissAct_0.6_autoCorr_0.76","xreg2",-1.5329220576289,0.174086839421781,"MAR","Kalman Filter",18
18,"propMissAct_0.6_autoCorr_0.76","sigma",0.45716216808966,NA,"MAR","Kalman Filter",18
18,"propMissAct_0.21_autoCorr_0.73","intercept",0.359904759482393,0.0299351876054562,"MAR","Multiple Imputations",18
18,"propMissAct_0.21_autoCorr_0.73","xreg1",4.39098535601617,0.488580616162972,"MAR","Multiple Imputations",18
18,"propMissAct_0.21_autoCorr_0.73","xreg2",1.61391175347229,0.140890324298927,"MAR","Multiple Imputations",18
