missingprop_autocor,Estimate,Est.Error,Q2.5,Q97.5,date,GPP,missingness,type,run_no
propMissAct_0.19,0.06330434694213098,0.49088873525702625,-0.8816643035369562,1.036385757324581,2013-12-31T00:00:00Z,-0.6527207780258462,MNAR,brms,1
propMissAct_0.19,0.2974239495138909,0.5288965325735494,-0.7267752109375257,1.3369046426939923,2014-01-01T00:00:00Z,-0.8727313138081563,MNAR,brms,1
propMissAct_0.19,0.19860802847414682,0.5258906526695688,-0.8303247540549162,1.215941016120941,2014-01-02T00:00:00Z,-0.997448953547836,MNAR,brms,1
propMissAct_0.19,0.19674570490322577,0.5312772844215295,-0.850804150066459,1.2517452954981425,2014-01-03T00:00:00Z,-0.9123565532483736,MNAR,brms,1
propMissAct_0.19,0.1547521004969826,0.5413929802445563,-0.8941852619192605,1.2269421078589615,2014-01-04T00:00:00Z,-0.3616596898638746,MNAR,brms,1
propMissAct_0.19,-0.22546055539291335,0.5304090206005035,-1.2448880076899886,0.8308677997645822,2014-01-05T00:00:00Z,-3.302246029167979,MNAR,brms,1
propMissAct_0.19,-0.46314443368913993,0.5437312786743677,-1.5188852813288123,0.6178761236919411,2014-01-06T00:00:00Z,-0.86609053874533,MNAR,brms,1
propMissAct_0.19,0.11540711078079999,0.5291838279533774,-0.9342888365306368,1.1531623091949714,2014-01-07T00:00:00Z,-0.9983829539508916,MNAR,brms,1
propMissAct_0.19,0.4083699766561987,0.5355807033798708,-0.6334834822667401,1.4649139051088165,2014-01-08T00:00:00Z,-0.6019689923534888,MNAR,brms,1
propMissAct_0.19,0.061099070035668494,0.5385899621712241,-0.9874461190047445,1.1086763223624412,2014-01-09T00:00:00Z,-1.191266078598353,MNAR,brms,1
propMissAct_0.19,-0.13947793233838227,0.5389328530618922,-1.19956590929421,0.9101474461895301,2014-01-10T00:00:00Z,NA,MNAR,brms,1
propMissAct_0.19,-0.4735592013062224,0.5271662208561833,-1.485360584524239,0.5923450200679711,2014-01-11T00:00:00Z,-1.1347333379405111,MNAR,brms,1
propMissAct_0.19,-0.32014330906661065,0.5286552977734653,-1.371427955883594,0.731011032798671,2014-01-12T00:00:00Z,-1.7675445093418511,MNAR,brms,1
propMissAct_0.19,-0.351770926538428,0.537661526575805,-1.4179876971131748,0.6944296380636185,2014-01-13T00:00:00Z,-1.9119688214503865,MNAR,brms,1
propMissAct_0.19,-0.2937840569974071,0.5292554507945586,-1.3537476720441366,0.720237207632518,2014-01-14T00:00:00Z,-0.9170628234403512,MNAR,brms,1
propMissAct_0.19,-0.3105906772504731,0.5333550103776568,-1.3482369502381621,0.7586544439535886,2014-01-15T00:00:00Z,-1.0014252217898034,MNAR,brms,1
propMissAct_0.19,-0.20672318465789413,0.5266117491820992,-1.2505716863922665,0.8320105206884336,2014-01-16T00:00:00Z,-3.174940954929717,MNAR,brms,1
propMissAct_0.19,-0.273875885542484,0.5331826058417017,-1.3209587772753635,0.7764979376422472,2014-01-17T00:00:00Z,-1.290529229294103,MNAR,brms,1
propMissAct_0.19,-0.19700646227793767,0.5314988808660654,-1.2354659195042788,0.849348534618001,2014-01-18T00:00:00Z,-0.7628452653477644,MNAR,brms,1
propMissAct_0.19,-0.25284430307319533,0.5279702778850178,-1.271593415551021,0.8098498679797929,2014-01-19T00:00:00Z,-1.2016932001648797,MNAR,brms,1
propMissAct_0.19,-0.22926859657848264,0.5327509283416744,-1.2753787776876533,0.8088186140272341,2014-01-20T00:00:00Z,-1.2241431279305734,MNAR,brms,1
propMissAct_0.19,0.2496555608193889,0.5282768357359248,-0.767566576890644,1.2909316776712694,2014-01-21T00:00:00Z,-0.8554972594008597,MNAR,brms,1
propMissAct_0.19,0.5897662479281017,0.5317934783323576,-0.48204729636016586,1.6411875890233498,2014-01-22T00:00:00Z,-0.341929286950213,MNAR,brms,1
propMissAct_0.19,0.19533330305370766,0.5308499718626973,-0.8485241980818163,1.2265148556884284,2014-01-23T00:00:00Z,-2.087499256902139,MNAR,brms,1
propMissAct_0.19,0.0893281610560278,0.5342621067518404,-0.9678302160355733,1.1318522060587468,2014-01-24T00:00:00Z,-1.081975505966163,MNAR,brms,1
propMissAct_0.19,-0.04570753916508558,0.5312102775894568,-1.0925879435123123,1.0052330594488121,2014-01-25T00:00:00Z,-1.654491324424658,MNAR,brms,1
propMissAct_0.19,-0.17290058263850086,0.5315548384749176,-1.2032463682377164,0.864840692451976,2014-01-26T00:00:00Z,-1.4574538118164022,MNAR,brms,1
propMissAct_0.19,-0.01123516162224979,0.5242730653975781,-1.0422845034716455,1.0089843616388938,2014-01-27T00:00:00Z,NA,MNAR,brms,1
propMissAct_0.19,0.1433411537055062,0.5243216561014027,-0.8950382678154252,1.1711924277881902,2014-01-28T00:00:00Z,NA,MNAR,brms,1
propMissAct_0.19,0.23202001460732932,0.5297447208097076,-0.8052050510974029,1.288317850441038,2014-01-29T00:00:00Z,-0.9555811396258306,MNAR,brms,1
propMissAct_0.19,0.07238974141101473,0.5262177912415513,-0.9350479970484066,1.1300796382751563,2014-01-30T00:00:00Z,-0.920195703683634,MNAR,brms,1
propMissAct_0.19,0.14522143830948867,0.5288251960962015,-0.8914130229745614,1.1859130216061393,2014-01-31T00:00:00Z,-0.6720761118358493,MNAR,brms,1
propMissAct_0.19,-0.032087495206496466,0.5355254869827127,-1.0809506846270684,1.0180292559700808,2014-02-01T00:00:00Z,-1.210548819806026,MNAR,brms,1
