missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
propMissAct_0.19,b_Intercept,4.020722872437023,0.6035245009607256,2.766833897334811,4.0381894665051785,5.128997954852368,MNAR,brms,1
propMissAct_0.19,b_light,1.4837998323563573,0.1499292262756078,1.1811344873800094,1.4880432993700574,1.7686263011776413,MNAR,brms,1
propMissAct_0.19,b_discharge,-1.2297961561979296,0.17593103415800382,-1.5547961094671185,-1.237046097514447,-0.8648056974945488,MNAR,brms,1
propMissAct_0.19,phi,0.3515558855276373,0.07125232941686332,0.21562427502731196,0.3503203443393793,0.4953482813155511,MNAR,brms,1
propMissAct_0.19,sigma,0.4918709031749625,0.02021692854822987,0.4543055082545945,0.4913435669825605,0.5340234813239273,MNAR,brms,1
propMissAct_0.19,Intercept,0.39380423036100964,0.04336877532519793,0.30670862563829726,0.39398030549955637,0.47851253349073924,MNAR,brms,1
propMissAct_0.21,b_Intercept,3.715900239759646,0.6393347422411134,2.3544451123943926,3.739353160728858,4.887378592078415,MNAR,brms,1
propMissAct_0.21,b_light,1.387984177768688,0.15616871933232304,1.069496232276998,1.3914062837664045,1.676391238340411,MNAR,brms,1
propMissAct_0.21,b_discharge,-1.1359916369002443,0.1869881845218553,-1.4733872984085357,-1.1463002732617316,-0.7370107580555373,MNAR,brms,1
propMissAct_0.21,phi,0.36467503929543443,0.07387987697199017,0.22492661637118747,0.36230723774962537,0.5172587202751217,MNAR,brms,1
propMissAct_0.21,sigma,0.4856630070987606,0.020577186102171127,0.44708545876992567,0.48494756228184654,0.5273410003338375,MNAR,brms,1
propMissAct_0.21,Intercept,0.3735371048232266,0.04522415530251592,0.28558037194656283,0.3734011796810217,0.4629228270249055,MNAR,brms,1
propMissAct_0.22,b_Intercept,3.646525174102223,0.6346194318469203,2.2643926436937587,3.6824634610544416,4.781162950776763,MNAR,brms,1
propMissAct_0.22,b_light,1.3652980935921293,0.15697818718490955,1.0397725014631005,1.3688967164878134,1.6566733592075291,MNAR,brms,1
propMissAct_0.22,b_discharge,-1.112995898152229,0.18592182411967628,-1.4433893883576492,-1.12371058149814,-0.706851280477252,MNAR,brms,1
propMissAct_0.22,phi,0.3535449353994857,0.07734110797400136,0.20419326662533302,0.35290220432576197,0.5079166778360725,MNAR,brms,1
propMissAct_0.22,sigma,0.486450110531978,0.020351604210634394,0.44878689121984594,0.48610484110554375,0.5278995173572488,MNAR,brms,1
propMissAct_0.22,Intercept,0.3742850114990338,0.04490613379814335,0.28343468851504183,0.3749729797948367,0.4602429288956085,MNAR,brms,1
propMissAct_0.23,b_Intercept,3.3410855004292586,0.6902483634760803,1.8451166238510281,3.3786727264399783,4.575929794409473,MNAR,brms,1
propMissAct_0.23,b_light,1.2336785699797868,0.17309766930291776,0.8714014837740125,1.2431978641596015,1.5541678505858196,MNAR,brms,1
propMissAct_0.23,b_discharge,-1.0097190957219766,0.2040515334117232,-1.3699039976752312,-1.0224777713931934,-0.5653933229646708,MNAR,brms,1
propMissAct_0.23,phi,0.4234967904358756,0.08296457229614985,0.26593560445415304,0.42161541067821356,0.5914522834281046,MNAR,brms,1
propMissAct_0.23,sigma,0.46642878237191077,0.020258417224745993,0.429633948882253,0.46547518473712635,0.5085960130874625,MNAR,brms,1
propMissAct_0.23,Intercept,0.37023657332505994,0.04799184911145251,0.2734726965052747,0.37039038969976623,0.46328968111106666,MNAR,brms,1
propMissAct_0.24,b_Intercept,3.342076979948006,0.6663098284671076,1.9011988546632719,3.393865466098595,4.514503663728086,MNAR,brms,1
propMissAct_0.24,b_light,1.2185587670296887,0.17176540910541824,0.8540659186914437,1.229294302516788,1.5336271676291122,MNAR,brms,1
propMissAct_0.24,b_discharge,-1.0082579599123203,0.1974541270405763,-1.352910547094225,-1.0231455849020112,-0.577867673160052,MNAR,brms,1
propMissAct_0.24,phi,0.4032827532730248,0.08159166886167511,0.2506443701179112,0.4002598562247844,0.5726058234959978,MNAR,brms,1
propMissAct_0.24,sigma,0.4640666465418588,0.019894734657049242,0.42691422493213893,0.4634253809653182,0.5041082607161488,MNAR,brms,1
propMissAct_0.24,Intercept,0.36945478518967345,0.0463115006828361,0.27747395991777163,0.36991288491667146,0.46180699753209065,MNAR,brms,1
propMissAct_0.42,b_Intercept,1.713066219181272,0.6085141974870887,0.4513459246765166,1.740893044559623,2.8204816341874364,MNAR,brms,1
propMissAct_0.42,b_light,0.7793749291597277,0.16397158858565505,0.4411969867371528,0.7866590913053769,1.0839978724608739,MNAR,brms,1
propMissAct_0.42,b_discharge,-0.5176811255328166,0.17906861938723143,-0.8410744643502133,-0.5247814776936587,-0.13961469802078394,MNAR,brms,1
propMissAct_0.42,phi,0.4341507558424905,0.09161891703311234,0.2543078358072109,0.43562209581471256,0.6108645216476033,MNAR,brms,1
propMissAct_0.42,sigma,0.36739125957840396,0.017856183236259898,0.3348014272573328,0.3666486536407837,0.40474016888491443,MNAR,brms,1
propMissAct_0.42,Intercept,0.25679914555607936,0.04608648793789095,0.16214312045328655,0.2585456592546703,0.3428555623501674,MNAR,brms,1
propMissAct_0.43,b_Intercept,1.6387433916865402,0.5888159781738473,0.41768268108329876,1.6622273629756252,2.742697289430219,MNAR,brms,1
propMissAct_0.43,b_light,0.765434627306627,0.15920050280855902,0.43577299888733284,0.7714217828494434,1.0653649934984635,MNAR,brms,1
propMissAct_0.43,b_discharge,-0.49740910314222875,0.17273491083566592,-0.8226269582174605,-0.5050188003425189,-0.13732156608422805,MNAR,brms,1
propMissAct_0.43,phi,0.4319057146418327,0.09187712591803417,0.24490009888620798,0.4326684780190153,0.6095035417192299,MNAR,brms,1
propMissAct_0.43,sigma,0.3635294865441237,0.017505201134005145,0.33094545567841416,0.36306478158745314,0.39986416069570974,MNAR,brms,1
propMissAct_0.43,Intercept,0.24705264626269352,0.04454435212386301,0.15756131823501957,0.24797876889510528,0.3317825797987411,MNAR,brms,1
propMissAct_0.44,b_Intercept,1.6452620399695532,0.6107899727085192,0.3717604778961163,1.6808483591702768,2.7559002967229578,MNAR,brms,1
propMissAct_0.44,b_light,0.7659659487039717,0.1630653613749199,0.4257480392895112,0.773879035086114,1.0604171402648257,MNAR,brms,1
propMissAct_0.44,b_discharge,-0.4996470964034276,0.17886478438361125,-0.818123069096226,-0.5088378235860288,-0.1270773705230204,MNAR,brms,1
propMissAct_0.44,phi,0.43317896309421094,0.09425488915644942,0.24659034088861578,0.4325424725471405,0.6179389855873854,MNAR,brms,1
propMissAct_0.44,sigma,0.3636543122297401,0.017824965831647544,0.3311357169028063,0.3628377597459016,0.40021095563048587,MNAR,brms,1
propMissAct_0.44,Intercept,0.24598332020586136,0.04617684706347813,0.14695354660960547,0.24766426165151245,0.33100075093326864,MNAR,brms,1
propMissAct_0.44.1,b_Intercept,1.3373005160107976,0.5957864898007539,0.120926038510264,1.3606316452714742,2.4592367882047763,MNAR,brms,1
propMissAct_0.44.1,b_light,0.7135053914567783,0.15066810754824575,0.4050080332092887,0.7170630019330144,0.9959603717625098,MNAR,brms,1
propMissAct_0.44.1,b_discharge,-0.41297842866489826,0.17330185430822917,-0.739661000525323,-0.41892645521227734,-0.05503658090808936,MNAR,brms,1
propMissAct_0.44.1,phi,0.47347710552612227,0.08569343222027695,0.30170364249920023,0.47473094621059675,0.6327828573559496,MNAR,brms,1
propMissAct_0.44.1,sigma,0.3499225025057344,0.01769811403619267,0.31766554369391065,0.34897603717110937,0.38660986385904655,MNAR,brms,1
propMissAct_0.44.1,Intercept,0.21735457894096227,0.04778739700891732,0.1173597518105009,0.21845469339347348,0.3052478838425952,MNAR,brms,1
propMissAct_0.46,b_Intercept,1.433677053240187,0.5396980013697438,0.32717489602479916,1.451677348937526,2.41732925586375,MNAR,brms,1
propMissAct_0.46,b_light,0.732154482239094,0.1420321585789691,0.44768761614886415,0.7348974824609495,0.9987155024164542,MNAR,brms,1
propMissAct_0.46,b_discharge,-0.44319904993305687,0.15642408899096522,-0.7298900928551338,-0.44780921979768773,-0.12007437141882633,MNAR,brms,1
propMissAct_0.46,phi,0.4181627650884334,0.09054701781908146,0.23624231540573212,0.41904451477908033,0.5918737898068591,MNAR,brms,1
propMissAct_0.46,sigma,0.35043272358847866,0.01743300772063206,0.3185128956050173,0.3497637911824096,0.386333199733031,MNAR,brms,1
propMissAct_0.46,Intercept,0.2164925331518319,0.042778777364925406,0.13086263154244537,0.21712207678600726,0.2972920715478182,MNAR,brms,1
propMissAct_0.61,b_Intercept,-0.016125180568319568,0.41689372980741796,-0.8361000644512958,-0.019194954669747258,0.7885010156022233,MNAR,brms,1
propMissAct_0.61,b_light,0.47496074541006683,0.1080972239653202,0.2580521071107314,0.4770001122750014,0.679727182995391,MNAR,brms,1
propMissAct_0.61,b_discharge,-0.010883397696325422,0.11922152481705296,-0.24212377500202667,-0.011583296531107512,0.2230208236057037,MNAR,brms,1
propMissAct_0.61,phi,0.3024745477082531,0.1037053536740819,0.09534562689444773,0.3055483915744803,0.5015380178003791,MNAR,brms,1
propMissAct_0.61,sigma,0.2625494392365937,0.014834545570674339,0.23554169305593178,0.2616076576131838,0.29322063933149417,MNAR,brms,1
propMissAct_0.61,Intercept,0.1620852680672678,0.03233723317119841,0.09708597834943165,0.1625970339746841,0.2248855255255767,MNAR,brms,1
propMissAct_0.62,b_Intercept,-0.05320069245450133,0.43921467604464975,-0.9218523578667034,-0.052057538634199624,0.8201952853543892,MNAR,brms,1
propMissAct_0.62,b_light,0.39120922537657227,0.11449955862578942,0.15489829131154959,0.39230704239014713,0.6087838482924741,MNAR,brms,1
propMissAct_0.62,b_discharge,0.010525620248091372,0.12503524695406906,-0.23502373324063772,0.011104514125830257,0.25810700761153754,MNAR,brms,1
propMissAct_0.62,phi,0.3802446168752706,0.10326759043812953,0.17446917794092556,0.3809971379183419,0.5749359181792079,MNAR,brms,1
propMissAct_0.62,sigma,0.2527951644441617,0.014751410185669663,0.22563940475977978,0.2522371363227736,0.28331496815475665,MNAR,brms,1
propMissAct_0.62,Intercept,0.1617734035934695,0.03476661722408541,0.09109661438183289,0.1623345600046869,0.22889752370745062,MNAR,brms,1
propMissAct_0.63,b_Intercept,0.05429442214478806,0.42809432106435463,-0.8034941783911587,0.05372665043696179,0.905832351730213,MNAR,brms,1
