"CurSim","missingprop_autocor","pred","se","date","GPP","missingness","type","run_no"
116,"propMissAct_0.21_autoCorr_0.49",-0.28899940092446,0.766968046679574,2013-12-31,-0.652720778025846,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.140583285188056,0.821287685853035,2014-01-01,-0.872731313808156,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.0706284101355401,0.828955158159598,2014-01-02,-0.997448953547836,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.0907259155894309,0.830073742895966,2014-01-03,-0.912356553248374,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.0646120582145777,0.830237671995441,2014-01-04,-0.361659689863875,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.406416080597488,0.830261711729252,2014-01-05,-3.30224602916798,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.693083957126974,0.83026523742808,2014-01-06,-0.86609053874533,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.0130673420036942,0.83026575451901,2014-01-07,-0.998382953950892,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.378742084734255,0.830265830357475,2014-01-08,-0.601968992353489,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.067344112341343,0.830265841480227,2014-01-09,-1.19126607859835,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.30339360611824,0.830265843111532,2014-01-10,NA,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.706596441773591,0.830265843350785,2014-01-11,-1.13473333794051,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.527110889779379,0.830265843385875,2014-01-12,-1.76754450934185,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.571550156963762,0.830265843391021,2014-01-13,-1.91196882145039,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.50392923708448,0.830265843391776,2014-01-14,-0.917062823440351,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.507052537015431,0.830265843391886,2014-01-15,-1.0014252217898,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.383189580060949,0.830265843391903,2014-01-16,-3.17494095492972,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.467168413122864,0.830265843391905,2014-01-17,-1.2905292292941,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.385655675963309,0.830265843391905,2014-01-18,-0.762845265347764,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.450315084224458,0.830265843391906,2014-01-19,-1.20169320016488,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.417055549250386,0.830265843391906,2014-01-20,-1.22414312793057,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.166677632454689,0.830265843391906,2014-01-21,-0.85549725940086,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.599265009389704,0.830265843391906,2014-01-22,-0.341929286950213,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.104617511028657,0.830265843391906,2014-01-23,-2.08749925690214,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.0279085926189978,0.830265843391906,2014-01-24,-1.08197550596616,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.193768549855204,0.830265843391906,2014-01-25,-1.65449132442466,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.342984058616438,0.830265843391906,2014-01-26,-1.4574538118164,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.144109822441269,0.830265843391906,2014-01-27,NA,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.03757178885208,0.830265843391906,2014-01-28,NA,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.152050084266678,0.830265843391906,2014-01-29,-0.955581139625831,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.0482302844114062,0.830265843391906,2014-01-30,-0.920195703683634,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.0355286651177324,0.830265843391906,2014-01-31,-0.672076111835849,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.18693192058214,0.830265843391906,2014-02-01,-1.21054881980603,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.107465704444027,0.830265843391906,2014-02-02,-1.08310062346766,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.0464472083420634,0.830265843391906,2014-02-03,NA,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.0824644831400426,0.830265843391906,2014-02-04,-0.737384907460514,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.0600491713682137,0.830265843391906,2014-02-05,-0.602091774444147,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",-0.186528917482324,0.830265843391906,2014-02-06,-1.36048606228077,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.112900275331379,0.830265843391906,2014-02-07,-0.590731367284474,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.292056325788311,0.830265843391906,2014-02-08,-0.438703106322262,"MAR","dropNA_simple",116
116,"propMissAct_0.21_autoCorr_0.49",0.00249276257978811,0.830265843391906,2014-02-09,-0.00344968843796353,"MAR","dropNA_simple",116
