"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
5,"propMissAct_0.24_autoCorr_0.5","ar1",0.376990103028833,0.0425982609383003,"MAR","dropNA_simple",5
5,"propMissAct_0.24_autoCorr_0.5","intercept",4.65645083154281,0.626197918258463,"MAR","dropNA_simple",5
5,"propMissAct_0.24_autoCorr_0.5","xreg1",1.77261559668969,0.172980174228463,"MAR","dropNA_simple",5
5,"propMissAct_0.24_autoCorr_0.5","xreg2",-1.47030768784581,0.175060995005106,"MAR","dropNA_simple",5
5,"propMissAct_0.24_autoCorr_0.5","sigma",0.607827984254923,NA,"MAR","dropNA_simple",5
5,"propMissAct_0.44_autoCorr_0.46","ar1",0.379443306682658,0.0511205757185193,"MAR","dropNA_simple",5
5,"propMissAct_0.44_autoCorr_0.46","intercept",4.39368630910513,0.672032111728053,"MAR","dropNA_simple",5
5,"propMissAct_0.44_autoCorr_0.46","xreg1",1.71739578125802,0.191773757132456,"MAR","dropNA_simple",5
5,"propMissAct_0.44_autoCorr_0.46","xreg2",-1.38611306971105,0.188981730565228,"MAR","dropNA_simple",5
5,"propMissAct_0.44_autoCorr_0.46","sigma",0.537470100021645,NA,"MAR","dropNA_simple",5
5,"propMissAct_0.57_autoCorr_0.5","ar1",0.408494801353132,0.055079316487605,"MAR","dropNA_simple",5
5,"propMissAct_0.57_autoCorr_0.5","intercept",4.65153444175542,0.784924985718727,"MAR","dropNA_simple",5
5,"propMissAct_0.57_autoCorr_0.5","xreg1",1.49664122285093,0.21544302001223,"MAR","dropNA_simple",5
5,"propMissAct_0.57_autoCorr_0.5","xreg2",-1.42843689993078,0.219707595398996,"MAR","dropNA_simple",5
5,"propMissAct_0.57_autoCorr_0.5","sigma",0.583799677342418,NA,"MAR","dropNA_simple",5
5,"propMissAct_0.24_autoCorr_0.5","ar1",0.371732988895948,0.0446141354379678,"MAR","dropNA_complete",5
5,"propMissAct_0.24_autoCorr_0.5","intercept",4.81927592170621,0.67976895631363,"MAR","dropNA_complete",5
5,"propMissAct_0.24_autoCorr_0.5","xreg1",1.79318421248479,0.188641614575738,"MAR","dropNA_complete",5
5,"propMissAct_0.24_autoCorr_0.5","xreg2",-1.51999239940706,0.189509412454834,"MAR","dropNA_complete",5
5,"propMissAct_0.24_autoCorr_0.5","sigma",0.639841930479941,NA,"MAR","dropNA_complete",5
5,"propMissAct_0.44_autoCorr_0.46","ar1",0.327146678510246,0.0626888769173016,"MAR","dropNA_complete",5
5,"propMissAct_0.44_autoCorr_0.46","intercept",4.18870738010343,0.778293193961982,"MAR","dropNA_complete",5
5,"propMissAct_0.44_autoCorr_0.46","xreg1",1.72009414573551,0.211472667416976,"MAR","dropNA_complete",5
5,"propMissAct_0.44_autoCorr_0.46","xreg2",-1.32601466588876,0.221307202895673,"MAR","dropNA_complete",5
5,"propMissAct_0.44_autoCorr_0.46","sigma",0.540402603719808,NA,"MAR","dropNA_complete",5
5,"propMissAct_0.57_autoCorr_0.5","ar1",0.452298775299873,0.0655420040288079,"MAR","dropNA_complete",5
5,"propMissAct_0.57_autoCorr_0.5","intercept",5.16352088946259,0.97037522135554,"MAR","dropNA_complete",5
5,"propMissAct_0.57_autoCorr_0.5","xreg1",1.21639208949201,0.269485938372469,"MAR","dropNA_complete",5
5,"propMissAct_0.57_autoCorr_0.5","xreg2",-1.54108152578963,0.270849035483214,"MAR","dropNA_complete",5
5,"propMissAct_0.57_autoCorr_0.5","sigma",0.605304492801651,NA,"MAR","dropNA_complete",5
5,"propMissAct_0.24_autoCorr_0.5","ar1",0.349493396688285,0.0420246621828204,"MAR","Kalman Filter",5
5,"propMissAct_0.24_autoCorr_0.5","intercept",4.97312242257715,0.57702254782511,"MAR","Kalman Filter",5
5,"propMissAct_0.24_autoCorr_0.5","xreg1",1.85954455197756,0.161518695807799,"MAR","Kalman Filter",5
5,"propMissAct_0.24_autoCorr_0.5","xreg2",-1.56990367218794,0.160966109881034,"MAR","Kalman Filter",5
5,"propMissAct_0.24_autoCorr_0.5","sigma",0.611729636894699,NA,"MAR","Kalman Filter",5
5,"propMissAct_0.44_autoCorr_0.46","ar1",0.471046517603107,0.051159031226494,"MAR","Kalman Filter",5
5,"propMissAct_0.44_autoCorr_0.46","intercept",4.55702544583973,0.664132627676797,"MAR","Kalman Filter",5
5,"propMissAct_0.44_autoCorr_0.46","xreg1",1.72656759892615,0.186678600490057,"MAR","Kalman Filter",5
5,"propMissAct_0.44_autoCorr_0.46","xreg2",-1.43366685842133,0.186402516116901,"MAR","Kalman Filter",5
5,"propMissAct_0.44_autoCorr_0.46","sigma",0.493084638834423,NA,"MAR","Kalman Filter",5
5,"propMissAct_0.57_autoCorr_0.5","ar1",0.418029483102461,0.0556220465197005,"MAR","Kalman Filter",5
5,"propMissAct_0.57_autoCorr_0.5","intercept",5.1497158628393,0.722630750708344,"MAR","Kalman Filter",5
5,"propMissAct_0.57_autoCorr_0.5","xreg1",1.61242912752152,0.198200361245362,"MAR","Kalman Filter",5
5,"propMissAct_0.57_autoCorr_0.5","xreg2",-1.58178224260204,0.202082238154225,"MAR","Kalman Filter",5
5,"propMissAct_0.57_autoCorr_0.5","sigma",0.569084419862951,NA,"MAR","Kalman Filter",5
5,"propMissAct_0.24_autoCorr_0.5","intercept",0.269944533116999,0.0447658862198402,"MAR","Multiple Imputations",5
5,"propMissAct_0.24_autoCorr_0.5","xreg1",5.02961053468243,0.582306505795164,"MAR","Multiple Imputations",5
5,"propMissAct_0.24_autoCorr_0.5","xreg2",2.0053057028841,0.160377444477206,"MAR","Multiple Imputations",5
5,"propMissAct_0.24_autoCorr_0.5","phi",-1.59971120717533,0.162350888659197,"MAR","Multiple Imputations",5
5,"propMissAct_0.24_autoCorr_0.5","sigma",0.652594581971971,NA,"MAR","Multiple Imputations",5
5,"propMissAct_0.44_autoCorr_0.46","intercept",0.298997354365269,0.068317027139393,"MAR","Multiple Imputations",5
5,"propMissAct_0.44_autoCorr_0.46","xreg1",4.81359333451506,0.514254518670137,"MAR","Multiple Imputations",5
5,"propMissAct_0.44_autoCorr_0.46","xreg2",1.92630996597287,0.162247862599778,"MAR","Multiple Imputations",5
5,"propMissAct_0.44_autoCorr_0.46","phi",-1.52967802036806,0.141699080161958,"MAR","Multiple Imputations",5
5,"propMissAct_0.44_autoCorr_0.46","sigma",0.550618528952427,NA,"MAR","Multiple Imputations",5
5,"propMissAct_0.57_autoCorr_0.5","intercept",0.193525608009381,0.0457337252187579,"MAR","Multiple Imputations",5
5,"propMissAct_0.57_autoCorr_0.5","xreg1",5.05830006417461,0.629727600819054,"MAR","Multiple Imputations",5
5,"propMissAct_0.57_autoCorr_0.5","xreg2",1.71056085720316,0.192484362694467,"MAR","Multiple Imputations",5
5,"propMissAct_0.57_autoCorr_0.5","phi",-1.56589460074985,0.165546597174565,"MAR","Multiple Imputations",5
5,"propMissAct_0.57_autoCorr_0.5","sigma",0.588459087896044,NA,"MAR","Multiple Imputations",5
