"","CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
"1006",115,"propMissAct_0.24_autoCorr_0.23","intercept",0.290077934307571,0.0391044671125565,"MAR","Multiple Imputations",115
"1007",115,"propMissAct_0.24_autoCorr_0.23","xreg1",4.95245456635734,0.495214305169742,"MAR","Multiple Imputations",115
"1008",115,"propMissAct_0.24_autoCorr_0.23","xreg2",1.78169135688268,0.154072980653319,"MAR","Multiple Imputations",115
"1009",115,"propMissAct_0.24_autoCorr_0.23","phi",-1.55367887627825,0.138827006147562,"MAR","Multiple Imputations",115
"1010",115,"propMissAct_0.24_autoCorr_0.23","sigma",0.580690089427279,NA,"MAR","Multiple Imputations",115
"1011",115,"propMissAct_0.42_autoCorr_0.24","intercept",0.214125343746356,0.0545525525567774,"MAR","Multiple Imputations",115
"1012",115,"propMissAct_0.42_autoCorr_0.24","xreg1",5.24281360069849,0.551816061150856,"MAR","Multiple Imputations",115
"1013",115,"propMissAct_0.42_autoCorr_0.24","xreg2",1.99370748117185,0.161828704517496,"MAR","Multiple Imputations",115
"1014",115,"propMissAct_0.42_autoCorr_0.24","phi",-1.66622635402755,0.15712488862164,"MAR","Multiple Imputations",115
"1015",115,"propMissAct_0.42_autoCorr_0.24","sigma",0.680583784271952,NA,"MAR","Multiple Imputations",115
"1016",115,"propMissAct_0.61_autoCorr_0.22","intercept",0.187413774474093,0.098558849488824,"MAR","Multiple Imputations",115
"1017",115,"propMissAct_0.61_autoCorr_0.22","xreg1",5.10825266269631,0.595233763520677,"MAR","Multiple Imputations",115
"1018",115,"propMissAct_0.61_autoCorr_0.22","xreg2",2.04794044436963,0.193159352386835,"MAR","Multiple Imputations",115
"1019",115,"propMissAct_0.61_autoCorr_0.22","phi",-1.62554776597259,0.169293255512377,"MAR","Multiple Imputations",115
"1020",115,"propMissAct_0.61_autoCorr_0.22","sigma",0.512651778024147,NA,"MAR","Multiple Imputations",115
"1021",116,"propMissAct_0.21_autoCorr_0.49","ar1",0.382967026836065,0.0413610050209923,"MAR","dropNA_simple",116
"1022",116,"propMissAct_0.21_autoCorr_0.49","intercept",4.82468609555031,0.627197491931701,"MAR","dropNA_simple",116
"1023",116,"propMissAct_0.21_autoCorr_0.49","xreg1",1.72956014352085,0.164572378734898,"MAR","dropNA_simple",116
"1024",116,"propMissAct_0.21_autoCorr_0.49","xreg2",-1.51222815462047,0.17689033194749,"MAR","dropNA_simple",116
"1025",116,"propMissAct_0.21_autoCorr_0.49","sigma",0.588239984627482,NA,"MAR","dropNA_simple",116
"1026",116,"propMissAct_0.44_autoCorr_0.47","ar1",0.454666983679547,0.0552930983244099,"MAR","dropNA_simple",116
"1027",116,"propMissAct_0.44_autoCorr_0.47","intercept",3.41825582993526,0.772674631091249,"MAR","dropNA_simple",116
"1028",116,"propMissAct_0.44_autoCorr_0.47","xreg1",1.58945888645558,0.215823533822002,"MAR","dropNA_simple",116
"1029",116,"propMissAct_0.44_autoCorr_0.47","xreg2",-1.10850622338238,0.22205913377636,"MAR","dropNA_simple",116
"1030",116,"propMissAct_0.44_autoCorr_0.47","sigma",0.522895890433964,NA,"MAR","dropNA_simple",116
"1031",116,"propMissAct_0.64_autoCorr_0.52","ar1",0.357554135550246,0.0627031571801827,"MAR","dropNA_simple",116
"1032",116,"propMissAct_0.64_autoCorr_0.52","intercept",5.11679339511236,0.83433612954092,"MAR","dropNA_simple",116
"1033",116,"propMissAct_0.64_autoCorr_0.52","xreg1",1.62638267112588,0.231549503251973,"MAR","dropNA_simple",116
"1034",116,"propMissAct_0.64_autoCorr_0.52","xreg2",-1.57711748811221,0.233113696715079,"MAR","dropNA_simple",116
"1035",116,"propMissAct_0.64_autoCorr_0.52","sigma",0.519298650150737,NA,"MAR","dropNA_simple",116
"1036",116,"propMissAct_0.21_autoCorr_0.49","ar1",0.430008343443694,0.0440241156654232,"MAR","dropNA_complete",116
"1037",116,"propMissAct_0.21_autoCorr_0.49","intercept",4.3027884188528,0.705778441198022,"MAR","dropNA_complete",116
"1038",116,"propMissAct_0.21_autoCorr_0.49","xreg1",1.67771836015032,0.180061203429877,"MAR","dropNA_complete",116
"1039",116,"propMissAct_0.21_autoCorr_0.49","xreg2",-1.35379265153338,0.199545160395202,"MAR","dropNA_complete",116
"1040",116,"propMissAct_0.21_autoCorr_0.49","sigma",0.551141514770875,NA,"MAR","dropNA_complete",116
"1041",116,"propMissAct_0.44_autoCorr_0.47","ar1",0.412572501152077,0.0623497722999234,"MAR","dropNA_complete",116
"1042",116,"propMissAct_0.44_autoCorr_0.47","intercept",3.48845898725182,0.864943864687784,"MAR","dropNA_complete",116
"1043",116,"propMissAct_0.44_autoCorr_0.47","xreg1",1.74067010496661,0.232075306707249,"MAR","dropNA_complete",116
"1044",116,"propMissAct_0.44_autoCorr_0.47","xreg2",-1.15239161800813,0.24794185854393,"MAR","dropNA_complete",116
"1045",116,"propMissAct_0.44_autoCorr_0.47","sigma",0.529767011632139,NA,"MAR","dropNA_complete",116
"1046",116,"propMissAct_0.64_autoCorr_0.52","ar1",0.328269261346449,0.0754454877029795,"MAR","dropNA_complete",116
"1047",116,"propMissAct_0.64_autoCorr_0.52","intercept",5.01768238827595,1.03688855782885,"MAR","dropNA_complete",116
"1048",116,"propMissAct_0.64_autoCorr_0.52","xreg1",1.56837835503197,0.287114743336514,"MAR","dropNA_complete",116
"1049",116,"propMissAct_0.64_autoCorr_0.52","xreg2",-1.54178174308885,0.286179249589111,"MAR","dropNA_complete",116
"1050",116,"propMissAct_0.64_autoCorr_0.52","sigma",0.58021316284683,NA,"MAR","dropNA_complete",116
"1051",116,"propMissAct_0.21_autoCorr_0.49","ar1",0.427282663732387,0.0419216349325537,"MAR","Kalman Filter",116
"1052",116,"propMissAct_0.21_autoCorr_0.49","intercept",5.00201785170445,0.622513201544236,"MAR","Kalman Filter",116
"1053",116,"propMissAct_0.21_autoCorr_0.49","xreg1",1.73296959392684,0.163159124622225,"MAR","Kalman Filter",116
"1054",116,"propMissAct_0.21_autoCorr_0.49","xreg2",-1.56688447093217,0.175194603653436,"MAR","Kalman Filter",116
"1055",116,"propMissAct_0.21_autoCorr_0.49","sigma",0.56623898863688,NA,"MAR","Kalman Filter",116
"1056",116,"propMissAct_0.44_autoCorr_0.47","ar1",0.479945160954541,0.0515184041325755,"MAR","Kalman Filter",116
"1057",116,"propMissAct_0.44_autoCorr_0.47","intercept",4.04298936871763,0.698511965420506,"MAR","Kalman Filter",116
"1058",116,"propMissAct_0.44_autoCorr_0.47","xreg1",1.66722984500835,0.197480552339193,"MAR","Kalman Filter",116
"1059",116,"propMissAct_0.44_autoCorr_0.47","xreg2",-1.28366561866233,0.198403038131251,"MAR","Kalman Filter",116
"1060",116,"propMissAct_0.44_autoCorr_0.47","sigma",0.495419872404812,NA,"MAR","Kalman Filter",116
"1061",116,"propMissAct_0.64_autoCorr_0.52","ar1",0.324463257048676,0.066407095319484,"MAR","Kalman Filter",116
"1062",116,"propMissAct_0.64_autoCorr_0.52","intercept",5.57171076691339,0.766064266699968,"MAR","Kalman Filter",116
"1063",116,"propMissAct_0.64_autoCorr_0.52","xreg1",1.80993178338236,0.196028192110097,"MAR","Kalman Filter",116
"1064",116,"propMissAct_0.64_autoCorr_0.52","xreg2",-1.73001861075981,0.214110189119024,"MAR","Kalman Filter",116
"1065",116,"propMissAct_0.64_autoCorr_0.52","sigma",0.522660117975554,NA,"MAR","Kalman Filter",116
"1066",116,"propMissAct_0.21_autoCorr_0.49","intercept",0.342515799611127,0.0433729785713458,"MAR","Multiple Imputations",116
"1067",116,"propMissAct_0.21_autoCorr_0.49","xreg1",5.24094005390564,0.56969604802158,"MAR","Multiple Imputations",116
"1068",116,"propMissAct_0.21_autoCorr_0.49","xreg2",1.80020473981314,0.151850893786249,"MAR","Multiple Imputations",116
"1069",116,"propMissAct_0.21_autoCorr_0.49","phi",-1.64204191928748,0.163394551009858,"MAR","Multiple Imputations",116
"1070",116,"propMissAct_0.21_autoCorr_0.49","sigma",0.589815968606266,NA,"MAR","Multiple Imputations",116
"1071",116,"propMissAct_0.44_autoCorr_0.47","intercept",0.278920684834908,0.0546661314005127,"MAR","Multiple Imputations",116
"1072",116,"propMissAct_0.44_autoCorr_0.47","xreg1",4.71455537093411,0.660129863304919,"MAR","Multiple Imputations",116
"1073",116,"propMissAct_0.44_autoCorr_0.47","xreg2",1.95473009938911,0.13602984476897,"MAR","Multiple Imputations",116
"1074",116,"propMissAct_0.44_autoCorr_0.47","phi",-1.51593439392398,0.183314522785335,"MAR","Multiple Imputations",116
"1075",116,"propMissAct_0.44_autoCorr_0.47","sigma",0.569019452012604,NA,"MAR","Multiple Imputations",116
"1076",116,"propMissAct_0.64_autoCorr_0.52","intercept",0.146987576076269,0.0622599288179648,"MAR","Multiple Imputations",116
"1077",116,"propMissAct_0.64_autoCorr_0.52","xreg1",5.8909958667854,0.780274433826209,"MAR","Multiple Imputations",116
"1078",116,"propMissAct_0.64_autoCorr_0.52","xreg2",1.89872675201236,0.161507574176106,"MAR","Multiple Imputations",116
"1079",116,"propMissAct_0.64_autoCorr_0.52","phi",-1.82943133574891,0.224633132464485,"MAR","Multiple Imputations",116
"1080",116,"propMissAct_0.64_autoCorr_0.52","sigma",0.56214215584772,NA,"MAR","Multiple Imputations",116
"1081",117,"propMissAct_0.22_autoCorr_0.77","ar1",0.381407306396723,0.0425237848592049,"MAR","dropNA_simple",117
"1082",117,"propMissAct_0.22_autoCorr_0.77","intercept",4.60627172598962,0.604759087174263,"MAR","dropNA_simple",117
"1083",117,"propMissAct_0.22_autoCorr_0.77","xreg1",1.59806564505217,0.169807647144957,"MAR","dropNA_simple",117
"1084",117,"propMissAct_0.22_autoCorr_0.77","xreg2",-1.44649459566765,0.170929644347249,"MAR","dropNA_simple",117
"1085",117,"propMissAct_0.22_autoCorr_0.77","sigma",0.602039025357238,NA,"MAR","dropNA_simple",117
"1086",117,"propMissAct_0.37_autoCorr_0.75","ar1",0.373743849119294,0.0450808010948591,"MAR","dropNA_simple",117
"1087",117,"propMissAct_0.37_autoCorr_0.75","intercept",5.07355998295694,0.600743974921672,"MAR","dropNA_simple",117
"1088",117,"propMissAct_0.37_autoCorr_0.75","xreg1",2.11763612897741,0.176314687869848,"MAR","dropNA_simple",117
"1089",117,"propMissAct_0.37_autoCorr_0.75","xreg2",-1.62512338661204,0.167944587092745,"MAR","dropNA_simple",117
"1090",117,"propMissAct_0.37_autoCorr_0.75","sigma",0.518941062919083,NA,"MAR","dropNA_simple",117
"1091",117,"propMissAct_0.59_autoCorr_0.71","ar1",0.31255467774547,0.0595869420233781,"MAR","dropNA_simple",117
"1092",117,"propMissAct_0.59_autoCorr_0.71","intercept",4.20581540147573,0.788182645943776,"MAR","dropNA_simple",117
"1093",117,"propMissAct_0.59_autoCorr_0.71","xreg1",1.81749073833258,0.24412365391035,"MAR","dropNA_simple",117
"1094",117,"propMissAct_0.59_autoCorr_0.71","xreg2",-1.37126393862433,0.218570550093343,"MAR","dropNA_simple",117
"1095",117,"propMissAct_0.59_autoCorr_0.71","sigma",0.777723417363787,NA,"MAR","dropNA_simple",117
"1096",117,"propMissAct_0.22_autoCorr_0.77","ar1",0.346800057008127,0.0440809116410344,"MAR","dropNA_complete",117
"1097",117,"propMissAct_0.22_autoCorr_0.77","intercept",4.7311115482857,0.604902651544812,"MAR","dropNA_complete",117
"1098",117,"propMissAct_0.22_autoCorr_0.77","xreg1",1.59682882368844,0.1725312114691,"MAR","dropNA_complete",117
"1099",117,"propMissAct_0.22_autoCorr_0.77","xreg2",-1.48279104724135,0.171049539786434,"MAR","dropNA_complete",117
"1100",117,"propMissAct_0.22_autoCorr_0.77","sigma",0.621109215364206,NA,"MAR","dropNA_complete",117
"1101",117,"propMissAct_0.37_autoCorr_0.75","ar1",0.379220137570689,0.0483532179774404,"MAR","dropNA_complete",117
"1102",117,"propMissAct_0.37_autoCorr_0.75","intercept",4.98524454102397,0.6366776101144,"MAR","dropNA_complete",117
"1103",117,"propMissAct_0.37_autoCorr_0.75","xreg1",2.14031247797122,0.188463378465095,"MAR","dropNA_complete",117
"1104",117,"propMissAct_0.37_autoCorr_0.75","xreg2",-1.6017905741164,0.177863621622393,"MAR","dropNA_complete",117
"1105",117,"propMissAct_0.37_autoCorr_0.75","sigma",0.505943608390183,NA,"MAR","dropNA_complete",117
"1106",117,"propMissAct_0.59_autoCorr_0.71","ar1",0.306655863771721,0.0621645968896874,"MAR","dropNA_complete",117
"1107",117,"propMissAct_0.59_autoCorr_0.71","intercept",4.49309098132605,0.879949784856944,"MAR","dropNA_complete",117
"1108",117,"propMissAct_0.59_autoCorr_0.71","xreg1",1.95790907500805,0.2723963819791,"MAR","dropNA_complete",117
"1109",117,"propMissAct_0.59_autoCorr_0.71","xreg2",-1.47159284090263,0.243581914658438,"MAR","dropNA_complete",117
"1110",117,"propMissAct_0.59_autoCorr_0.71","sigma",0.84003803532176,NA,"MAR","dropNA_complete",117
"1111",117,"propMissAct_0.22_autoCorr_0.77","ar1",0.419555220792633,0.043710464435806,"MAR","Kalman Filter",117
"1112",117,"propMissAct_0.22_autoCorr_0.77","intercept",4.6050320651897,0.618871481838219,"MAR","Kalman Filter",117
"1113",117,"propMissAct_0.22_autoCorr_0.77","xreg1",1.60885917907756,0.171251209991469,"MAR","Kalman Filter",117
"1114",117,"propMissAct_0.22_autoCorr_0.77","xreg2",-1.44704339837922,0.174983304237181,"MAR","Kalman Filter",117
"1115",117,"propMissAct_0.22_autoCorr_0.77","sigma",0.585228193940084,NA,"MAR","Kalman Filter",117
"1116",117,"propMissAct_0.37_autoCorr_0.75","ar1",0.379404690439434,0.0476102460689823,"MAR","Kalman Filter",117
"1117",117,"propMissAct_0.37_autoCorr_0.75","intercept",5.05708860082964,0.594537974833914,"MAR","Kalman Filter",117
"1118",117,"propMissAct_0.37_autoCorr_0.75","xreg1",2.11959881416793,0.171438724970089,"MAR","Kalman Filter",117
"1119",117,"propMissAct_0.37_autoCorr_0.75","xreg2",-1.62204144083459,0.166684602347355,"MAR","Kalman Filter",117
"1120",117,"propMissAct_0.37_autoCorr_0.75","sigma",0.518172571254097,NA,"MAR","Kalman Filter",117
"1121",117,"propMissAct_0.59_autoCorr_0.71","ar1",0.353543716152478,0.0608802745315994,"MAR","Kalman Filter",117
"1122",117,"propMissAct_0.59_autoCorr_0.71","intercept",4.13604742159459,0.77281357091538,"MAR","Kalman Filter",117
"1123",117,"propMissAct_0.59_autoCorr_0.71","xreg1",1.89648361096173,0.234173298378843,"MAR","Kalman Filter",117
"1124",117,"propMissAct_0.59_autoCorr_0.71","xreg2",-1.36642650447496,0.214004363345022,"MAR","Kalman Filter",117
"1125",117,"propMissAct_0.59_autoCorr_0.71","sigma",0.751112099419978,NA,"MAR","Kalman Filter",117
"1126",117,"propMissAct_0.22_autoCorr_0.77","intercept",0.316418864251135,0.0497995275210157,"MAR","Multiple Imputations",117
"1127",117,"propMissAct_0.22_autoCorr_0.77","xreg1",5.11735781271694,0.541581513614321,"MAR","Multiple Imputations",117
"1128",117,"propMissAct_0.22_autoCorr_0.77","xreg2",1.79062450667696,0.147540595249237,"MAR","Multiple Imputations",117
"1129",117,"propMissAct_0.22_autoCorr_0.77","phi",-1.61153083722963,0.152492088370272,"MAR","Multiple Imputations",117
"1130",117,"propMissAct_0.22_autoCorr_0.77","sigma",0.622368815582216,NA,"MAR","Multiple Imputations",117
"1131",117,"propMissAct_0.37_autoCorr_0.75","intercept",0.230229550373825,0.046135060997338,"MAR","Multiple Imputations",117
"1132",117,"propMissAct_0.37_autoCorr_0.75","xreg1",5.31649600868406,0.483082268725558,"MAR","Multiple Imputations",117
"1133",117,"propMissAct_0.37_autoCorr_0.75","xreg2",2.29208664326417,0.16771967639333,"MAR","Multiple Imputations",117
"1134",117,"propMissAct_0.37_autoCorr_0.75","phi",-1.7172172110317,0.133496882289755,"MAR","Multiple Imputations",117
"1135",117,"propMissAct_0.37_autoCorr_0.75","sigma",0.579937196589042,NA,"MAR","Multiple Imputations",117
"1136",117,"propMissAct_0.59_autoCorr_0.71","intercept",0.104692299455358,0.045146658267395,"MAR","Multiple Imputations",117
"1137",117,"propMissAct_0.59_autoCorr_0.71","xreg1",4.51916673501691,0.611722761093259,"MAR","Multiple Imputations",117
"1138",117,"propMissAct_0.59_autoCorr_0.71","xreg2",2.08821860613546,0.195026102203448,"MAR","Multiple Imputations",117
"1139",117,"propMissAct_0.59_autoCorr_0.71","phi",-1.50044910749985,0.174550483045123,"MAR","Multiple Imputations",117
"1140",117,"propMissAct_0.59_autoCorr_0.71","sigma",0.86058053546321,NA,"MAR","Multiple Imputations",117
"1141",118,"propMissAct_0.21_autoCorr_0.24","ar1",0.396116135487416,0.0418228994466857,"MAR","dropNA_simple",118
"1142",118,"propMissAct_0.21_autoCorr_0.24","intercept",4.93347986781689,0.60398906463872,"MAR","dropNA_simple",118
"1143",118,"propMissAct_0.21_autoCorr_0.24","xreg1",1.70392640065444,0.169202500829948,"MAR","dropNA_simple",118
"1144",118,"propMissAct_0.21_autoCorr_0.24","xreg2",-1.54457386520217,0.169585913045981,"MAR","dropNA_simple",118
"1145",118,"propMissAct_0.21_autoCorr_0.24","sigma",0.57706513345253,NA,"MAR","dropNA_simple",118
"1146",118,"propMissAct_0.44_autoCorr_0.22","ar1",0.427389007193655,0.0534479783565866,"MAR","dropNA_simple",118
"1147",118,"propMissAct_0.44_autoCorr_0.22","intercept",3.66725210483538,0.777436975525226,"MAR","dropNA_simple",118
"1148",118,"propMissAct_0.44_autoCorr_0.22","xreg1",1.65885556049131,0.207067705612358,"MAR","dropNA_simple",118
"1149",118,"propMissAct_0.44_autoCorr_0.22","xreg2",-1.19185990643848,0.221054237127805,"MAR","dropNA_simple",118
"1150",118,"propMissAct_0.44_autoCorr_0.22","sigma",0.600657084879274,NA,"MAR","dropNA_simple",118
"1151",118,"propMissAct_0.63_autoCorr_0.26","ar1",0.433260313371422,0.0663957140132088,"MAR","dropNA_simple",118
"1152",118,"propMissAct_0.63_autoCorr_0.26","intercept",3.81785734636363,0.788230863671665,"MAR","dropNA_simple",118
"1153",118,"propMissAct_0.63_autoCorr_0.26","xreg1",1.91821449672213,0.22543242877067,"MAR","dropNA_simple",118
"1154",118,"propMissAct_0.63_autoCorr_0.26","xreg2",-1.24169878760364,0.223177488800608,"MAR","dropNA_simple",118
"1155",118,"propMissAct_0.63_autoCorr_0.26","sigma",0.428325799356065,NA,"MAR","dropNA_simple",118
"1156",118,"propMissAct_0.21_autoCorr_0.24","ar1",0.48935509842312,0.0486187985393618,"MAR","dropNA_complete",118
"1157",118,"propMissAct_0.21_autoCorr_0.24","intercept",4.04214437415051,0.726024460329414,"MAR","dropNA_complete",118
"1158",118,"propMissAct_0.21_autoCorr_0.24","xreg1",1.49165147042529,0.205849683935805,"MAR","dropNA_complete",118
"1159",118,"propMissAct_0.21_autoCorr_0.24","xreg2",-1.26272489617468,0.20612298111142,"MAR","dropNA_complete",118
"1160",118,"propMissAct_0.21_autoCorr_0.24","sigma",0.525485423352814,NA,"MAR","dropNA_complete",118
"1161",118,"propMissAct_0.44_autoCorr_0.22","ar1",0.346124085374864,0.077232718696105,"MAR","dropNA_complete",118
"1162",118,"propMissAct_0.44_autoCorr_0.22","intercept",3.43573340804522,0.968336792200656,"MAR","dropNA_complete",118
"1163",118,"propMissAct_0.44_autoCorr_0.22","xreg1",1.43459689010422,0.282229198713571,"MAR","dropNA_complete",118
"1164",118,"propMissAct_0.44_autoCorr_0.22","xreg2",-1.10803871069955,0.280190650785575,"MAR","dropNA_complete",118
"1165",118,"propMissAct_0.44_autoCorr_0.22","sigma",0.662490893184213,NA,"MAR","dropNA_complete",118
"1166",118,"propMissAct_0.63_autoCorr_0.26","ar1",0.461077731052655,0.0868028530700768,"MAR","dropNA_complete",118
"1167",118,"propMissAct_0.63_autoCorr_0.26","intercept",4.15977947204397,1.05191930663996,"MAR","dropNA_complete",118
"1168",118,"propMissAct_0.63_autoCorr_0.26","xreg1",1.92835469782284,0.314190790175823,"MAR","dropNA_complete",118
"1169",118,"propMissAct_0.63_autoCorr_0.26","xreg2",-1.32896646792509,0.296471655978993,"MAR","dropNA_complete",118
"1170",118,"propMissAct_0.63_autoCorr_0.26","sigma",0.432107197080253,NA,"MAR","dropNA_complete",118
"1171",118,"propMissAct_0.21_autoCorr_0.24","ar1",0.412045435638749,0.0439410574996156,"MAR","Kalman Filter",118
"1172",118,"propMissAct_0.21_autoCorr_0.24","intercept",5.01179003382994,0.593699615712955,"MAR","Kalman Filter",118
"1173",118,"propMissAct_0.21_autoCorr_0.24","xreg1",1.71689557624437,0.166249941800184,"MAR","Kalman Filter",118
"1174",118,"propMissAct_0.21_autoCorr_0.24","xreg2",-1.56923233095761,0.16708068482975,"MAR","Kalman Filter",118
"1175",118,"propMissAct_0.21_autoCorr_0.24","sigma",0.571333740834398,NA,"MAR","Kalman Filter",118
"1176",118,"propMissAct_0.44_autoCorr_0.22","ar1",0.454707976617142,0.055497328548739,"MAR","Kalman Filter",118
"1177",118,"propMissAct_0.44_autoCorr_0.22","intercept",4.27896777258744,0.703294215016797,"MAR","Kalman Filter",118
"1178",118,"propMissAct_0.44_autoCorr_0.22","xreg1",1.70656440038667,0.197720457652417,"MAR","Kalman Filter",118
"1179",118,"propMissAct_0.44_autoCorr_0.22","xreg2",-1.36658330020989,0.199685044345539,"MAR","Kalman Filter",118
"1180",118,"propMissAct_0.44_autoCorr_0.22","sigma",0.579691115031956,NA,"MAR","Kalman Filter",118
"1181",118,"propMissAct_0.63_autoCorr_0.26","ar1",0.504760417196166,0.066132898121766,"MAR","Kalman Filter",118
"1182",118,"propMissAct_0.63_autoCorr_0.26","intercept",4.64559790942708,0.671760670793746,"MAR","Kalman Filter",118
"1183",118,"propMissAct_0.63_autoCorr_0.26","xreg1",1.93762570572122,0.202190982327501,"MAR","Kalman Filter",118
"1184",118,"propMissAct_0.63_autoCorr_0.26","xreg2",-1.48209523327025,0.188738998488529,"MAR","Kalman Filter",118
"1185",118,"propMissAct_0.63_autoCorr_0.26","sigma",0.389191418745013,NA,"MAR","Kalman Filter",118
"1186",118,"propMissAct_0.21_autoCorr_0.24","intercept",0.332205755040399,0.050754808098217,"MAR","Multiple Imputations",118
"1187",118,"propMissAct_0.21_autoCorr_0.24","xreg1",5.3316906749305,0.588462145253757,"MAR","Multiple Imputations",118
"1188",118,"propMissAct_0.21_autoCorr_0.24","xreg2",1.80987674790806,0.153796644339898,"MAR","Multiple Imputations",118
"1189",118,"propMissAct_0.21_autoCorr_0.24","phi",-1.67154878465404,0.167377102005696,"MAR","Multiple Imputations",118
"1190",118,"propMissAct_0.21_autoCorr_0.24","sigma",0.597573406305864,NA,"MAR","Multiple Imputations",118
"1191",118,"propMissAct_0.44_autoCorr_0.22","intercept",0.24626593620998,0.0511317702895665,"MAR","Multiple Imputations",118
"1192",118,"propMissAct_0.44_autoCorr_0.22","xreg1",4.8161578979003,0.575282156197021,"MAR","Multiple Imputations",118
"1193",118,"propMissAct_0.44_autoCorr_0.22","xreg2",1.98450922033734,0.229861539020368,"MAR","Multiple Imputations",118
"1194",118,"propMissAct_0.44_autoCorr_0.22","phi",-1.55391303699317,0.164049897747753,"MAR","Multiple Imputations",118
"1195",118,"propMissAct_0.44_autoCorr_0.22","sigma",0.655678206509501,NA,"MAR","Multiple Imputations",118
"1196",118,"propMissAct_0.63_autoCorr_0.26","intercept",0.149026600744966,0.0743384437834787,"MAR","Multiple Imputations",118
"1197",118,"propMissAct_0.63_autoCorr_0.26","xreg1",5.09647360146277,0.870761499731332,"MAR","Multiple Imputations",118
"1198",118,"propMissAct_0.63_autoCorr_0.26","xreg2",2.17463865604869,0.149445685199402,"MAR","Multiple Imputations",118
"1199",118,"propMissAct_0.63_autoCorr_0.26","phi",-1.63639485710356,0.250977541220088,"MAR","Multiple Imputations",118
"1200",118,"propMissAct_0.63_autoCorr_0.26","sigma",0.507466985225403,NA,"MAR","Multiple Imputations",118
"1201",119,"propMissAct_0.24_autoCorr_0.49","ar1",0.390012401060714,0.0429943998990689,"MAR","dropNA_simple",119
"1202",119,"propMissAct_0.24_autoCorr_0.49","intercept",5.08469843161473,0.638117386631733,"MAR","dropNA_simple",119
"1203",119,"propMissAct_0.24_autoCorr_0.49","xreg1",1.59428971764979,0.174162821318229,"MAR","dropNA_simple",119
"1204",119,"propMissAct_0.24_autoCorr_0.49","xreg2",-1.57581856049105,0.18036800752378,"MAR","dropNA_simple",119
"1205",119,"propMissAct_0.24_autoCorr_0.49","sigma",0.611276062609901,NA,"MAR","dropNA_simple",119
"1206",119,"propMissAct_0.4_autoCorr_0.45","ar1",0.348844742247467,0.0497508636413678,"MAR","dropNA_simple",119
"1207",119,"propMissAct_0.4_autoCorr_0.45","intercept",5.61688685126896,0.654091143771922,"MAR","dropNA_simple",119
"1208",119,"propMissAct_0.4_autoCorr_0.45","xreg1",1.71477967184532,0.185878436940672,"MAR","dropNA_simple",119
"1209",119,"propMissAct_0.4_autoCorr_0.45","xreg2",-1.7258022689033,0.184039425456978,"MAR","dropNA_simple",119
"1210",119,"propMissAct_0.4_autoCorr_0.45","sigma",0.565855167704581,NA,"MAR","dropNA_simple",119
"1211",119,"propMissAct_0.56_autoCorr_0.54","ar1",0.449467091028611,0.057824956374646,"MAR","dropNA_simple",119
"1212",119,"propMissAct_0.56_autoCorr_0.54","intercept",3.94919198624127,0.877843264812513,"MAR","dropNA_simple",119
"1213",119,"propMissAct_0.56_autoCorr_0.54","xreg1",1.21648448252238,0.255848546843098,"MAR","dropNA_simple",119
"1214",119,"propMissAct_0.56_autoCorr_0.54","xreg2",-1.22263196885676,0.247377618314685,"MAR","dropNA_simple",119
"1215",119,"propMissAct_0.56_autoCorr_0.54","sigma",0.668628969214964,NA,"MAR","dropNA_simple",119
"1216",119,"propMissAct_0.24_autoCorr_0.49","ar1",0.464114489738278,0.0504709339191501,"MAR","dropNA_complete",119
"1217",119,"propMissAct_0.24_autoCorr_0.49","intercept",4.31956626752956,0.770551786277545,"MAR","dropNA_complete",119
"1218",119,"propMissAct_0.24_autoCorr_0.49","xreg1",1.33159044343693,0.205550538313888,"MAR","dropNA_complete",119
"1219",119,"propMissAct_0.24_autoCorr_0.49","xreg2",-1.3243378057862,0.221834380578492,"MAR","dropNA_complete",119
"1220",119,"propMissAct_0.24_autoCorr_0.49","sigma",0.548032399624576,NA,"MAR","dropNA_complete",119
"1221",119,"propMissAct_0.4_autoCorr_0.45","ar1",0.282320879431885,0.0571802195784684,"MAR","dropNA_complete",119
"1222",119,"propMissAct_0.4_autoCorr_0.45","intercept",5.14788425034139,0.709139456123392,"MAR","dropNA_complete",119
"1223",119,"propMissAct_0.4_autoCorr_0.45","xreg1",1.86437265382985,0.200772211781551,"MAR","dropNA_complete",119
"1224",119,"propMissAct_0.4_autoCorr_0.45","xreg2",-1.60599658121053,0.198918563909698,"MAR","dropNA_complete",119
"1225",119,"propMissAct_0.4_autoCorr_0.45","sigma",0.596437553333802,NA,"MAR","dropNA_complete",119
"1226",119,"propMissAct_0.56_autoCorr_0.54","ar1",0.370543456968034,0.0704441525785279,"MAR","dropNA_complete",119
"1227",119,"propMissAct_0.56_autoCorr_0.54","intercept",3.59962558627432,0.996015308673591,"MAR","dropNA_complete",119
"1228",119,"propMissAct_0.56_autoCorr_0.54","xreg1",1.1542074516575,0.303887820069983,"MAR","dropNA_complete",119
"1229",119,"propMissAct_0.56_autoCorr_0.54","xreg2",-1.12582050791712,0.277775863036818,"MAR","dropNA_complete",119
"1230",119,"propMissAct_0.56_autoCorr_0.54","sigma",0.802631920516215,NA,"MAR","dropNA_complete",119
