"CurSim","missingprop_autocor","pred","se","date","GPP","missingness","type","run_no"
3,"propMissAct_0.23_autoCorr_0.79",-0.694741690538358,0.489279815828294,2014-12-30,-0.989382999914904,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",-0.491376840296904,0.636703812951481,2014-12-31,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",-0.342613919475827,0.721453084214422,2015-01-01,-0.709297886625847,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",-0.0661744262167163,0.774794923735456,2015-01-02,-0.516355826744804,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",-0.151009873418191,0.809721851815731,2015-01-03,-0.851859939488679,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.10705006006445,0.833081023298449,2015-01-04,-0.341893709254156,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.322509272241791,0.848901048987847,2015-01-05,-0.625777885876201,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.436610055542064,0.859699801459197,2015-01-06,-0.59321583351354,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.477622525252829,0.867108734597218,2015-01-07,-0.805204043790239,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.436243950708436,0.87220916181304,2015-01-08,-0.98232998654776,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.531518392716227,0.875728372513584,2015-01-09,-0.596745730968528,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.623551528415829,0.878160323436043,2015-01-10,-0.703495690243503,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.673723484425917,0.879842698706321,2015-01-11,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.73210202533793,0.881007376434748,2015-01-12,-0.375836127127723,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.75383575581398,0.881814064226778,2015-01-13,-0.32357701080168,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.663922269945234,0.882372990899638,2015-01-14,-0.213277263692861,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.724794975316183,0.882760344509148,2015-01-15,0.170745791558936,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.750210859816169,0.883028836867861,2015-01-16,0.586820855968385,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.700583575442502,0.88321496233014,2015-01-17,0.514787117001572,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.769622144784443,0.883343999241759,2015-01-18,0.724721662091029,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.696897219291514,0.883433462745846,2015-01-19,0.740202108310432,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.58766052377612,0.88349549168093,2015-01-20,-0.194843612271993,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.548347437785497,0.883538500168107,2015-01-21,0.977120949727936,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.596267093960123,0.883568321149029,2015-01-22,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.629704610634061,0.88358899851298,2015-01-23,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.66950556192267,0.883603335973156,2015-01-24,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.750124936443224,0.883613277473131,2015-01-25,0.915964688859839,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.582519671315809,0.88362017087244,2015-01-26,0.554614709280596,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.727957761242713,0.883624950743984,2015-01-27,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.865990714693793,0.883628265105625,2015-01-28,1.20146965426272,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.784702448977134,0.883630563286321,2015-01-29,0.608803623612021,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.763972399054726,0.883632156847986,2015-01-30,1.13398889698389,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.921359418042396,0.883633261826589,2015-01-31,1.23613508006994,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.786775020698931,0.883634028021153,2015-02-01,0.331034363916067,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.94402110757207,0.8836345593023,2015-02-02,0.557360348606968,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.877498628311064,0.883634927694005,2015-02-03,0.757507319690074,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.816831974669651,0.883635183137793,2015-02-04,1.13748020605214,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.982619929925838,0.883635360263215,2015-02-05,0.556069934893712,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.750937481744353,0.883635483082476,2015-02-06,1.08111364549477,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.883030382202341,0.883635568245699,2015-02-07,1.17642312596508,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.877994077437394,0.88363562729812,2015-02-08,1.01951668681889,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.898402641723058,0.883635668245239,2015-02-09,1.44833845799521,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.903213412158643,0.883635696638089,2015-02-10,1.26156383740513,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.82338041499218,0.883635716325773,2015-02-11,1.37711000746681,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",1.03175232381443,0.88363572997727,2015-02-12,1.16379940101322,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",1.00051398608503,0.883635739443257,2015-02-13,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.982474960716014,0.883635746007001,2015-02-14,1.38330934357091,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.86222108556554,0.883635750558319,2015-02-15,1.45567932203264,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.965488748329129,0.883635753714217,2015-02-16,1.52114208393472,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.994112287036641,0.883635755902525,2015-02-17,1.47434012948442,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",1.00542077388501,0.883635757419905,2015-02-18,1.37497794468453,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",1.08216370712427,0.88363575847206,2015-02-19,1.03886748116291,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.890350337763875,0.883635759201628,2015-02-20,1.03948749507446,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",0.950021343014174,0.883635759707512,2015-02-21,1.38732903257401,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",1.09748258673428,0.883635760058293,2015-02-22,1.55918181285271,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",1.1759401780794,0.883635760301526,2015-02-23,1.27843749180518,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79",1.09931439867276,0.883635760470185,2015-02-24,NA,"MAR","dropNA_simple",3
