"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
3,"propMissAct_0.23_autoCorr_0.79","ar1",0.832708176066857,0.0241067939771576,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79","intercept",-0.449884068286282,0.145466175510534,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79","xreg1",0.9895302687934,0.13403173865736,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79","xreg2",-0.72189655324268,0.0624763866775339,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79","sigma",0.239394738176969,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.4_autoCorr_0.78","ar1",0.828832682242369,0.0277098407857928,"MAR","dropNA_simple",3
3,"propMissAct_0.4_autoCorr_0.78","intercept",-0.256040731742424,0.163553598606182,"MAR","dropNA_simple",3
3,"propMissAct_0.4_autoCorr_0.78","xreg1",0.967012243790299,0.150451763879572,"MAR","dropNA_simple",3
3,"propMissAct_0.4_autoCorr_0.78","xreg2",-0.621973720933122,0.0633439616740668,"MAR","dropNA_simple",3
3,"propMissAct_0.4_autoCorr_0.78","sigma",0.246725430071455,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.64_autoCorr_0.75","ar1",0.763657541596584,0.0423474190265812,"MAR","dropNA_simple",3
3,"propMissAct_0.64_autoCorr_0.75","intercept",-0.453021929635879,0.189727107889595,"MAR","dropNA_simple",3
3,"propMissAct_0.64_autoCorr_0.75","xreg1",1.38552388598774,0.22278102549625,"MAR","dropNA_simple",3
3,"propMissAct_0.64_autoCorr_0.75","xreg2",-0.675999940458389,0.0881595772791137,"MAR","dropNA_simple",3
3,"propMissAct_0.64_autoCorr_0.75","sigma",0.292188727975419,NA,"MAR","dropNA_simple",3
3,"propMissAct_0.23_autoCorr_0.79","ar1",0.829472927367598,0.0251160126708028,"MAR","dropNA_complete",3
3,"propMissAct_0.23_autoCorr_0.79","intercept",-0.374863265921026,0.15065342153108,"MAR","dropNA_complete",3
3,"propMissAct_0.23_autoCorr_0.79","xreg1",0.850016060610778,0.143512670916102,"MAR","dropNA_complete",3
3,"propMissAct_0.23_autoCorr_0.79","xreg2",-0.694100355896988,0.0641357014417853,"MAR","dropNA_complete",3
3,"propMissAct_0.23_autoCorr_0.79","sigma",0.246035815906811,NA,"MAR","dropNA_complete",3
