missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
propMissAct_0.24_autoCorr_0.77,b_Intercept,6.069224027500464,0.6893130459231206,4.669531534004239,6.085712388431055,7.369861982422333,MAR,brms,99
propMissAct_0.24_autoCorr_0.77,b_light,1.8556300217901522,0.16411911443745056,1.5295156873993958,1.858847846052892,2.173980283193445,MAR,brms,99
propMissAct_0.24_autoCorr_0.77,b_Q,-1.867014942757391,0.19889167255150997,-2.2400961439237976,-1.8718581547791122,-1.465106237806653,MAR,brms,99
propMissAct_0.24_autoCorr_0.77,phi,0.2994386997900652,0.06402576192012246,0.17608332095974086,0.2982848643830681,0.42747621589221046,MAR,brms,99
propMissAct_0.24_autoCorr_0.77,sigma,0.5977369668847201,0.02584973908657856,0.5512091764978438,0.5964499701390429,0.6526595074374568,MAR,brms,99
propMissAct_0.24_autoCorr_0.77,Intercept,0.38223172925612897,0.050161527330717035,0.2830666617983267,0.38160421980823966,0.48000076367832106,MAR,brms,99
propMissAct_0.42_autoCorr_0.75,b_Intercept,5.318061192914518,0.6370345122826532,4.057559832006096,5.327505970340605,6.564707840761363,MAR,brms,99
propMissAct_0.42_autoCorr_0.75,b_light,1.8815524977292293,0.17747346521036056,1.5259402855831912,1.8845181002932327,2.218132017114356,MAR,brms,99
propMissAct_0.42_autoCorr_0.75,b_Q,-1.6384617503496623,0.18000233512960634,-1.9917021387133034,-1.6395860072515747,-1.2810533576634906,MAR,brms,99
propMissAct_0.42_autoCorr_0.75,phi,0.20489369428318446,0.0740610872799406,0.06132043620341761,0.20498228063931978,0.34729118424747735,MAR,brms,99
propMissAct_0.42_autoCorr_0.75,sigma,0.6388831124955868,0.030513854922834205,0.5823111239757383,0.6375938788526984,0.7018678692099468,MAR,brms,99
propMissAct_0.42_autoCorr_0.75,Intercept,0.44249825631384065,0.05354984256292159,0.3363678695250092,0.443119283467168,0.5463487228997322,MAR,brms,99
propMissAct_0.59_autoCorr_0.74,b_Intercept,4.7830502226116955,0.882476206359118,2.970626919952688,4.815457927615592,6.455887290662573,MAR,brms,99
propMissAct_0.59_autoCorr_0.74,b_light,1.8013756916036614,0.22568792319757428,1.3449767353399917,1.810197548725561,2.2307634323899217,MAR,brms,99
propMissAct_0.59_autoCorr_0.74,b_Q,-1.4979777254338154,0.2520637242725554,-1.973943179153571,-1.5100195559240275,-0.9739042347066682,MAR,brms,99
propMissAct_0.59_autoCorr_0.74,phi,0.38301386358096745,0.08279625949569776,0.21867209629218215,0.3833842340746743,0.5460438748336353,MAR,brms,99
propMissAct_0.59_autoCorr_0.74,sigma,0.6088917414181874,0.033345509340027286,0.5479307108430874,0.6076240302901025,0.6780678489877693,MAR,brms,99
propMissAct_0.59_autoCorr_0.74,Intercept,0.36247908140882873,0.07159840009738101,0.2221868583466399,0.36351052832850855,0.49872903243561073,MAR,brms,99
