missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
propMissAct_0.23_autoCorr_0.77,b_Intercept,5.409079048478747,0.6291930968299448,4.135071285657701,5.419765046686828,6.628414831043891,MAR,brms,39
propMissAct_0.23_autoCorr_0.77,b_light,2.145712231837228,0.16051379218143566,1.8306420875896292,2.145775114950749,2.4502121524597014,MAR,brms,39
propMissAct_0.23_autoCorr_0.77,b_Q,-1.6978550520162703,0.1788437916419885,-2.044233648590179,-1.7014282867910318,-1.3333170243586479,MAR,brms,39
propMissAct_0.23_autoCorr_0.77,phi,0.27831221863926525,0.06567314954001575,0.15029680912387183,0.2778847107986062,0.407840596016422,MAR,brms,39
propMissAct_0.23_autoCorr_0.77,sigma,0.5843449731557788,0.025301483350545936,0.5372479147248144,0.5833105104942717,0.6362718015942118,MAR,brms,39
propMissAct_0.23_autoCorr_0.77,Intercept,0.4460134717946147,0.04887205596651549,0.3509196902777996,0.445207792693302,0.541858831560854,MAR,brms,39
propMissAct_0.45_autoCorr_0.73,b_Intercept,4.568960813623504,0.853697135591131,2.8076008411656748,4.608954312988294,6.141435672219722,MAR,brms,39
propMissAct_0.45_autoCorr_0.73,b_light,1.79597487787234,0.20824246518531253,1.3790505960374293,1.7995119201112104,2.187652199826885,MAR,brms,39
propMissAct_0.45_autoCorr_0.73,b_Q,-1.4200524295201271,0.2416396539831052,-1.8660675678186562,-1.432404035834922,-0.921750004580151,MAR,brms,39
propMissAct_0.45_autoCorr_0.73,phi,0.40339368403372783,0.07232078684253632,0.25807505409287673,0.40472303579642577,0.5409164185741165,MAR,brms,39
propMissAct_0.45_autoCorr_0.73,sigma,0.6048060657852541,0.02990922606357154,0.5497544233242951,0.6036162142854242,0.6670315358920716,MAR,brms,39
propMissAct_0.45_autoCorr_0.73,Intercept,0.41856262074524364,0.06619040373187153,0.2863420065123747,0.4192272394373432,0.5484651231142822,MAR,brms,39
propMissAct_0.59_autoCorr_0.77,b_Intercept,5.741119554692523,1.3448832096665624,2.944742689549374,5.79157426196924,8.289782508763587,MAR,brms,39
propMissAct_0.59_autoCorr_0.77,b_light,1.7948059906172178,0.28575044230805746,1.1910539822837098,1.8105222560825733,2.312098174549924,MAR,brms,39
propMissAct_0.59_autoCorr_0.77,b_Q,-1.7547533527497987,0.39679368895640005,-2.4975174189281764,-1.7693792962705732,-0.9212997534910033,MAR,brms,39
propMissAct_0.59_autoCorr_0.77,phi,0.3356943378730905,0.10657749193725519,0.13366996593824615,0.3335733686994823,0.5494060239292899,MAR,brms,39
propMissAct_0.59_autoCorr_0.77,sigma,0.6381044032762263,0.04289674202993508,0.5610851601294138,0.6350266825158994,0.729508596671444,MAR,brms,39
propMissAct_0.59_autoCorr_0.77,Intercept,0.4191918422737264,0.08684532352237687,0.2501124330546739,0.41688297762842147,0.5969834825155713,MAR,brms,39
