"","missingprop_autocor","parameter","mean","sd","2.5%","50%","97.5%","missingness","type","run_no","...1","...12","...13"
"60","propMissAct_0.24_autoCorr_0.26","Intercept",0.438490855652444,0.0491245392707203,0.342495807535502,0.438748237741221,0.534275752991909,"MAR","brms",103,NA,NA,NA
"61","propMissAct_0.42_autoCorr_0.2","b_Intercept",5.47786006360595,0.657097905065306,4.16241764571038,5.48109678233568,6.74227320057626,"MAR","brms",103,NA,NA,NA
"62","propMissAct_0.42_autoCorr_0.2","b_light",2.08552117150379,0.17397973485414,1.74523283969956,2.08482457215679,2.42477504958416,"MAR","brms",103,NA,NA,NA
"63","propMissAct_0.42_autoCorr_0.2","b_Q",-1.71833692746366,0.187552770227453,-2.07728878964828,-1.72017427779903,-1.34247373969049,"MAR","brms",103,NA,NA,NA
"64","propMissAct_0.42_autoCorr_0.2","phi",0.250452581337946,0.0784689245592705,0.0925709157180439,0.251094179841523,0.403401346576748,"MAR","brms",103,NA,NA,NA
"65","propMissAct_0.42_autoCorr_0.2","sigma",0.622949345076364,0.0309298203530196,0.565386541554642,0.621976315006103,0.687328437547157,"MAR","brms",103,NA,NA,NA
"66","propMissAct_0.42_autoCorr_0.2","Intercept",0.415726036587122,0.0525221726492556,0.311991654428521,0.415042942758839,0.522024698162701,"MAR","brms",103,NA,NA,NA
"67","propMissAct_0.64_autoCorr_0.22","b_Intercept",4.93431236093806,0.744653705023364,3.41461330835143,4.94063477922741,6.37866254555855,"MAR","brms",103,NA,NA,NA
"68","propMissAct_0.64_autoCorr_0.22","b_light",2.27407041097175,0.19826203475968,1.87294982458748,2.27524512315779,2.65578853351568,"MAR","brms",103,NA,NA,NA
"69","propMissAct_0.64_autoCorr_0.22","b_Q",-1.57544498110735,0.21409347673876,-1.98301167531589,-1.57756729446423,-1.13184565435838,"MAR","brms",103,NA,NA,NA
"70","propMissAct_0.64_autoCorr_0.22","phi",0.25959345520726,0.13518425237642,-0.0166123241062456,0.264457552260427,0.509169688968726,"MAR","brms",103,NA,NA,NA
"71","propMissAct_0.64_autoCorr_0.22","sigma",0.561471537502715,0.0366117910813214,0.492354608031229,0.559531371873785,0.637446909252475,"MAR","brms",103,NA,NA,NA
"72","propMissAct_0.64_autoCorr_0.22","Intercept",0.457966977453644,0.0595091749835073,0.343330035662822,0.457915872282107,0.576971046629987,"MAR","brms",103,NA,NA,NA
"73","propMissAct_0.23_autoCorr_0.49","b_Intercept",5.89220782946403,0.681913702489617,4.50568431249092,5.91031456046681,7.18004571730821,"MAR","brms",104,NA,NA,NA
"74","propMissAct_0.23_autoCorr_0.49","b_light",1.93614192095562,0.167670966814828,1.60750165205577,1.93942841150069,2.25858415113982,"MAR","brms",104,NA,NA,NA
"75","propMissAct_0.23_autoCorr_0.49","b_Q",-1.82273890986944,0.194502583864476,-2.18522866594954,-1.82698868912319,-1.42458852614206,"MAR","brms",104,NA,NA,NA
"76","propMissAct_0.23_autoCorr_0.49","phi",0.31718906181566,0.0635111247058641,0.193359795205963,0.317035693263798,0.441031997506687,"MAR","brms",104,NA,NA,NA
"77","propMissAct_0.23_autoCorr_0.49","sigma",0.618687344825016,0.0262562804955519,0.569441527338722,0.61824030693878,0.671437987170677,"MAR","brms",104,NA,NA,NA
"78","propMissAct_0.23_autoCorr_0.49","Intercept",0.396784814060292,0.0515596250022272,0.294901571150531,0.397660519106184,0.496389148203797,"MAR","brms",104,NA,NA,NA
"79","propMissAct_0.4_autoCorr_0.46","b_Intercept",5.52180478851237,0.715800505363467,4.10189970746938,5.53134868974478,6.88619605376483,"MAR","brms",104,NA,NA,NA
"80","propMissAct_0.4_autoCorr_0.46","b_light",1.7326880201576,0.189994970578664,1.34241973859751,1.73635202597663,2.08764352299006,"MAR","brms",104,NA,NA,NA
"81","propMissAct_0.4_autoCorr_0.46","b_Q",-1.68662782563572,0.204467709917177,-2.07336615198628,-1.69101878067196,-1.2814586514232,"MAR","brms",104,NA,NA,NA
"82","propMissAct_0.4_autoCorr_0.46","phi",0.363330519963511,0.0665951973726102,0.229694137420604,0.362755319202534,0.492534881573033,"MAR","brms",104,NA,NA,NA
"83","propMissAct_0.4_autoCorr_0.46","sigma",0.601727042396177,0.0282433897483394,0.550265860324048,0.600618663151734,0.659966125472176,"MAR","brms",104,NA,NA,NA
"84","propMissAct_0.4_autoCorr_0.46","Intercept",0.409936339367925,0.0577757756758011,0.29701997642267,0.409986685411269,0.522716902081623,"MAR","brms",104,NA,NA,NA
"85","propMissAct_0.63_autoCorr_0.46","b_Intercept",5.2736058274879,0.862965247175396,3.55613705338448,5.28697349202131,6.93245758958159,"MAR","brms",104,NA,NA,NA
"86","propMissAct_0.63_autoCorr_0.46","b_light",1.99829889050732,0.228270553261654,1.5263334529759,2.00823189128929,2.42173855056522,"MAR","brms",104,NA,NA,NA
"87","propMissAct_0.63_autoCorr_0.46","b_Q",-1.66022649085634,0.246780774364836,-2.12910646811553,-1.66502245739366,-1.16781565684676,"MAR","brms",104,NA,NA,NA
"88","propMissAct_0.63_autoCorr_0.46","phi",0.237830916196967,0.109602501593552,0.0228525957608038,0.239137532284375,0.450786877631608,"MAR","brms",104,NA,NA,NA
"89","propMissAct_0.63_autoCorr_0.46","sigma",0.615031563176233,0.038146925829254,0.545573710605888,0.612777290560516,0.695402629630806,"MAR","brms",104,NA,NA,NA
"90","propMissAct_0.63_autoCorr_0.46","Intercept",0.375059896564571,0.0637207026621846,0.24898824897297,0.374874043792013,0.502256277766412,"MAR","brms",104,NA,NA,NA
"91","propMissAct_0.21_autoCorr_0.77","b_Intercept",6.22220978298074,0.77713902664057,4.62961237751453,6.24821690553472,7.65415254861087,"MAR","brms",105,NA,NA,NA
"92","propMissAct_0.21_autoCorr_0.77","b_light",1.81706372193703,0.157548625945176,1.49429708952662,1.82170631214342,2.114663054795,"MAR","brms",105,NA,NA,NA
"93","propMissAct_0.21_autoCorr_0.77","b_Q",-1.90052675727377,0.225330289122148,-2.30888655597635,-1.90886155282417,-1.43695621768194,"MAR","brms",105,NA,NA,NA
"94","propMissAct_0.21_autoCorr_0.77","phi",0.330673718726698,0.0646806037449797,0.206181880158114,0.32898460647373,0.458926880668852,"MAR","brms",105,NA,NA,NA
"95","propMissAct_0.21_autoCorr_0.77","sigma",0.587082589203915,0.0249372374748137,0.540298224165425,0.586124450065723,0.637541046803356,"MAR","brms",105,NA,NA,NA
"96","propMissAct_0.21_autoCorr_0.77","Intercept",0.400409478119242,0.0516617194016087,0.299298904211108,0.400456048218759,0.501876975042891,"MAR","brms",105,NA,NA,NA
"97","propMissAct_0.44_autoCorr_0.73","b_Intercept",6.0283783861482,0.669845071005653,4.71314005365261,6.030399372078,7.32286993603403,"MAR","brms",105,NA,NA,NA
"98","propMissAct_0.44_autoCorr_0.73","b_light",1.73424008343498,0.174754151610011,1.38994771690401,1.73481185784615,2.07563235048298,"MAR","brms",105,NA,NA,NA
"99","propMissAct_0.44_autoCorr_0.73","b_Q",-1.82685007607113,0.191025362657958,-2.19320285118999,-1.83134346272234,-1.45026128590232,"MAR","brms",105,NA,NA,NA
"100","propMissAct_0.44_autoCorr_0.73","phi",0.251139886098223,0.0732396589043184,0.105529307472459,0.251244087231788,0.394718162059139,"MAR","brms",105,NA,NA,NA
"101","propMissAct_0.44_autoCorr_0.73","sigma",0.595520288587951,0.0286444755593999,0.54265109238299,0.594572793547276,0.653821700321046,"MAR","brms",105,NA,NA,NA
"102","propMissAct_0.44_autoCorr_0.73","Intercept",0.426629878670897,0.0520700702198888,0.325834570928873,0.42682991555285,0.530248697110505,"MAR","brms",105,NA,NA,NA
"103","propMissAct_0.61_autoCorr_0.71","b_Intercept",5.63051976530634,0.833879620518834,3.94160101656936,5.651633898592,7.19696434868532,"MAR","brms",105,NA,NA,NA
"104","propMissAct_0.61_autoCorr_0.71","b_light",1.7015634988313,0.206545409768258,1.28875754348061,1.70135148661168,2.10498661626038,"MAR","brms",105,NA,NA,NA
"105","propMissAct_0.61_autoCorr_0.71","b_Q",-1.72236624783981,0.23625635221598,-2.16498531313846,-1.72791999401917,-1.24041959405055,"MAR","brms",105,NA,NA,NA
"106","propMissAct_0.61_autoCorr_0.71","phi",0.191510349131181,0.0876274617263209,0.0207110043512215,0.191612303271353,0.361990537008222,"MAR","brms",105,NA,NA,NA
"107","propMissAct_0.61_autoCorr_0.71","sigma",0.623561105155227,0.037510915877099,0.555512726561844,0.621678791561937,0.702826076789453,"MAR","brms",105,NA,NA,NA
"108","propMissAct_0.61_autoCorr_0.71","Intercept",0.379442051548466,0.0619994719274685,0.2554297354048,0.380396354890161,0.500177191685095,"MAR","brms",105,NA,NA,NA
"109","propMissAct_0.23_autoCorr_0.22","b_Intercept",5.0321037033844,0.69162334626558,3.65502114154174,5.05138178896211,6.37117673023374,"MAR","brms",106,NA,NA,NA
"110","propMissAct_0.23_autoCorr_0.22","b_light",1.94859416328218,0.167645264527469,1.61603790240778,1.95053726442794,2.26655954285156,"MAR","brms",106,NA,NA,NA
"111","propMissAct_0.23_autoCorr_0.22","b_Q",-1.57260076377716,0.198090357112733,-1.95259106918979,-1.57838155694966,-1.17547558952108,"MAR","brms",106,NA,NA,NA
"112","propMissAct_0.23_autoCorr_0.22","phi",0.312814037867483,0.0625232793158935,0.191056591836346,0.313046570955891,0.43584005184234,"MAR","brms",106,NA,NA,NA
"113","propMissAct_0.23_autoCorr_0.22","sigma",0.632748889846167,0.0269732961277436,0.582168864342384,0.63219796643067,0.68857334396954,"MAR","brms",106,NA,NA,NA
"114","propMissAct_0.23_autoCorr_0.22","Intercept",0.417493908171103,0.0520352493763172,0.316722086125094,0.417417937771799,0.521596927699492,"MAR","brms",106,NA,NA,NA
"115","propMissAct_0.44_autoCorr_0.25","b_Intercept",4.64291318093741,0.828572748126336,2.96081607554635,4.67628461234797,6.22698449376913,"MAR","brms",106,NA,NA,NA
"116","propMissAct_0.44_autoCorr_0.25","b_light",1.97226718279687,0.199722656223456,1.56764956270693,1.97562093589755,2.35050317542528,"MAR","brms",106,NA,NA,NA
"117","propMissAct_0.44_autoCorr_0.25","b_Q",-1.46282139603799,0.237429132327283,-1.9050440636636,-1.47277578413496,-0.979120094992802,"MAR","brms",106,NA,NA,NA
"118","propMissAct_0.44_autoCorr_0.25","phi",0.456276797166674,0.0750674092501129,0.305748748683078,0.457705370704819,0.601834975808085,"MAR","brms",106,NA,NA,NA
"119","propMissAct_0.44_autoCorr_0.25","sigma",0.581696762590147,0.0292796837666403,0.527669790396689,0.580617140673543,0.641913514512158,"MAR","brms",106,NA,NA,NA
"120","propMissAct_0.44_autoCorr_0.25","Intercept",0.423161822551346,0.0649060792375069,0.299053070438518,0.422703639992291,0.553370054628346,"MAR","brms",106,NA,NA,NA
"121","propMissAct_0.6_autoCorr_0.27","b_Intercept",5.82583725831838,0.861118076733173,4.02973125347894,5.87200833277068,7.41033119017358,"MAR","brms",106,NA,NA,NA
"122","propMissAct_0.6_autoCorr_0.27","b_light",1.86620525275011,0.228415505530833,1.39194986373583,1.87680243017105,2.28178509942644,"MAR","brms",106,NA,NA,NA
"123","propMissAct_0.6_autoCorr_0.27","b_Q",-1.7861031121512,0.248028286243765,-2.24007739217069,-1.79736959226251,-1.26379426646466,"MAR","brms",106,NA,NA,NA
"124","propMissAct_0.6_autoCorr_0.27","phi",0.274204446729429,0.159518673451096,-0.0824707766587053,0.289916914034396,0.547423182610264,"MAR","brms",106,NA,NA,NA
"125","propMissAct_0.6_autoCorr_0.27","sigma",0.603148255773219,0.0380714918645172,0.534939954738243,0.600796941637208,0.683303147400521,"MAR","brms",106,NA,NA,NA
"126","propMissAct_0.6_autoCorr_0.27","Intercept",0.426741878429891,0.0646758473976744,0.295471619775697,0.428665028045473,0.548892784881756,"MAR","brms",106,NA,NA,NA
"127","propMissAct_0.25_autoCorr_0.5","b_Intercept",5.72546750334693,0.607882148760338,4.51153063536546,5.73484704694509,6.90695605488697,"MAR","brms",107,NA,NA,NA
"128","propMissAct_0.25_autoCorr_0.5","b_light",1.95336931081576,0.161698626853216,1.63012066295457,1.95424665485514,2.26716224932244,"MAR","brms",107,NA,NA,NA
"129","propMissAct_0.25_autoCorr_0.5","b_Q",-1.76162706788655,0.171993787242202,-2.09377003773575,-1.7649741181066,-1.41613086357881,"MAR","brms",107,NA,NA,NA
"130","propMissAct_0.25_autoCorr_0.5","phi",0.259857271665515,0.065245209255549,0.130068968681205,0.260187503166276,0.387429893292179,"MAR","brms",107,NA,NA,NA
"131","propMissAct_0.25_autoCorr_0.5","sigma",0.608828485429926,0.0267334971732674,0.559159969319964,0.607847968315878,0.66415261212645,"MAR","brms",107,NA,NA,NA
"132","propMissAct_0.25_autoCorr_0.5","Intercept",0.451697680350442,0.0493399691939095,0.356005981781646,0.450914947352477,0.549651960440266,"MAR","brms",107,NA,NA,NA
"133","propMissAct_0.44_autoCorr_0.49","b_Intercept",6.0859081691556,0.679606383889399,4.67777171869591,6.10103105649068,7.37022197184404,"MAR","brms",107,NA,NA,NA
"134","propMissAct_0.44_autoCorr_0.49","b_light",1.57655635713077,0.198229799141176,1.15835044046237,1.58469192091757,1.94500457617448,"MAR","brms",107,NA,NA,NA
"135","propMissAct_0.44_autoCorr_0.49","b_Q",-1.81788017991865,0.196935458893072,-2.18936039161459,-1.82359639621628,-1.40198049465524,"MAR","brms",107,NA,NA,NA
"136","propMissAct_0.44_autoCorr_0.49","phi",0.338929594991796,0.0959111896485076,0.15514317247052,0.337766283028231,0.53169854264781,"MAR","brms",107,NA,NA,NA
"137","propMissAct_0.44_autoCorr_0.49","sigma",0.544841172576933,0.0277328197711479,0.494306357479023,0.54354269949663,0.602142784373504,"MAR","brms",107,NA,NA,NA
"138","propMissAct_0.44_autoCorr_0.49","Intercept",0.443736099217754,0.054055140330689,0.335473602295829,0.445274055834149,0.547988876700071,"MAR","brms",107,NA,NA,NA
"139","propMissAct_0.62_autoCorr_0.47","b_Intercept",6.49986196975083,0.951498612782272,4.56952047421089,6.50393817502568,8.3106461791268,"MAR","brms",107,NA,NA,NA
"140","propMissAct_0.62_autoCorr_0.47","b_light",2.01668890859623,0.237816870930978,1.53720668571996,2.02238144578807,2.47099725505036,"MAR","brms",107,NA,NA,NA
"141","propMissAct_0.62_autoCorr_0.47","b_Q",-2.0194077394823,0.271878363305473,-2.53471567060584,-2.02061784944523,-1.46377581985152,"MAR","brms",107,NA,NA,NA
"142","propMissAct_0.62_autoCorr_0.47","phi",0.292676841217409,0.101356751018828,0.0936991986423195,0.294154946424369,0.489059486319843,"MAR","brms",107,NA,NA,NA
"143","propMissAct_0.62_autoCorr_0.47","sigma",0.629078696475311,0.0420399413292512,0.553478624543325,0.627099250852642,0.71616780703964,"MAR","brms",107,NA,NA,NA
"144","propMissAct_0.62_autoCorr_0.47","Intercept",0.353045462334277,0.0751258522317445,0.206141001459731,0.353127705521538,0.502851435381549,"MAR","brms",107,NA,NA,NA
"145","propMissAct_0.21_autoCorr_0.77","b_Intercept",6.21563025364644,0.78280952693874,4.59903891515186,6.2431251389253,7.69881167435719,"MAR","brms",108,NA,NA,NA
"146","propMissAct_0.21_autoCorr_0.77","b_light",1.82120404729085,0.160556283747647,1.49834562251824,1.82534350493234,2.13300472200144,"MAR","brms",108,NA,NA,NA
"147","propMissAct_0.21_autoCorr_0.77","b_Q",-1.899094081809,0.226423590774513,-2.32349182973027,-1.90867715717704,-1.43129003850074,"MAR","brms",108,NA,NA,NA
"148","propMissAct_0.21_autoCorr_0.77","phi",0.32905089519153,0.0656600345799435,0.202739581569003,0.327802380300428,0.461089818209838,"MAR","brms",108,NA,NA,NA
"149","propMissAct_0.21_autoCorr_0.77","sigma",0.586965689314379,0.024466202824817,0.540448196503525,0.586141533693595,0.637187217719419,"MAR","brms",108,NA,NA,NA
"150","propMissAct_0.21_autoCorr_0.77","Intercept",0.400727781411828,0.0518404050164363,0.300181798413035,0.401004599580078,0.503038153929643,"MAR","brms",108,NA,NA,NA
"151","propMissAct_0.44_autoCorr_0.73","b_Intercept",6.03611390584956,0.649811677692144,4.76915988862104,6.0445667065735,7.29740056881969,"MAR","brms",108,NA,NA,NA
"152","propMissAct_0.44_autoCorr_0.73","b_light",1.73502325915517,0.177278623608767,1.38821674854789,1.73452991308682,2.07627794045414,"MAR","brms",108,NA,NA,NA
"153","propMissAct_0.44_autoCorr_0.73","b_Q",-1.82900327940513,0.185874844236151,-2.18696708092672,-1.8338263717079,-1.45883606073778,"MAR","brms",108,NA,NA,NA
"154","propMissAct_0.44_autoCorr_0.73","phi",0.250179055850871,0.0745048069137212,0.107222498645963,0.250997757680564,0.393491392626907,"MAR","brms",108,NA,NA,NA
"155","propMissAct_0.44_autoCorr_0.73","sigma",0.595080949454709,0.0292905464634356,0.540868098522909,0.594182140824601,0.654576148223806,"MAR","brms",108,NA,NA,NA
"156","propMissAct_0.44_autoCorr_0.73","Intercept",0.427188762621615,0.0519135328041592,0.323815698061615,0.426932387075404,0.530466311558944,"MAR","brms",108,NA,NA,NA
"157","propMissAct_0.61_autoCorr_0.71","b_Intercept",5.6317698775645,0.858000580021553,3.95601985069374,5.63365914896522,7.29201462383767,"MAR","brms",108,NA,NA,NA
