missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
propMissAct_0.24_autoCorr_0.73,b_Intercept,5.229832690712536,0.6708769406743323,3.8375654017979692,5.255004173536933,6.477476362677602,MAR,brms,102
propMissAct_0.24_autoCorr_0.73,b_light,1.9937782232686974,0.16482445382851857,1.6667023577825117,1.9967885727279793,2.316579941838921,MAR,brms,102
propMissAct_0.24_autoCorr_0.73,b_Q,-1.634090958856437,0.192490218640089,-1.9924255337228889,-1.64170877431678,-1.2379711046132604,MAR,brms,102
propMissAct_0.24_autoCorr_0.73,phi,0.3461201282750294,0.05856025947817616,0.23467204851048212,0.3454171783561173,0.46320070525537976,MAR,brms,102
propMissAct_0.24_autoCorr_0.73,sigma,0.6107777243741631,0.02515588639916429,0.5637044327415668,0.6099925388034488,0.661875575906816,MAR,brms,102
propMissAct_0.24_autoCorr_0.73,Intercept,0.42066689413137676,0.052903946224590825,0.3174064162425835,0.42058939860845135,0.525717633374073,MAR,brms,102
propMissAct_0.43_autoCorr_0.75,b_Intercept,5.788223847637188,0.8642649076385042,3.9813583037503353,5.8341574000556236,7.338170738976377,MAR,brms,102
propMissAct_0.43_autoCorr_0.75,b_light,1.6643117218883676,0.17256415474684642,1.310524325892463,1.667130573690336,1.9906428275254608,MAR,brms,102
propMissAct_0.43_autoCorr_0.75,b_Q,-1.7506324396136137,0.2516206065330625,-2.202601561145425,-1.7640350898839943,-1.225332338079459,MAR,brms,102
propMissAct_0.43_autoCorr_0.75,phi,0.34139138619522,0.08053290541987887,0.18822704804898852,0.33953287400531224,0.5061476609077358,MAR,brms,102
propMissAct_0.43_autoCorr_0.75,sigma,0.5543641484645545,0.02551934585120728,0.506922798553215,0.5534929193672594,0.6070491696347361,MAR,brms,102
propMissAct_0.43_autoCorr_0.75,Intercept,0.42128926731520616,0.05289325233583205,0.3179544545943336,0.4210228987385064,0.5269156524011455,MAR,brms,102
propMissAct_0.64_autoCorr_0.69,b_Intercept,5.440403706560024,0.9605172221176405,3.4317418330474907,5.4923559098862285,7.187922999707597,MAR,brms,102
propMissAct_0.64_autoCorr_0.69,b_light,1.8516144898611822,0.23128984311339087,1.393091571454197,1.8528141215341403,2.31245544374056,MAR,brms,102
propMissAct_0.64_autoCorr_0.69,b_Q,-1.686597369277927,0.2723892557602356,-2.1805323924940554,-1.698856093919872,-1.11545942769089,MAR,brms,102
propMissAct_0.64_autoCorr_0.69,phi,0.18128222161159052,0.12165702690650512,-0.05249248692679671,0.17798328762341292,0.4275185175035669,MAR,brms,102
propMissAct_0.64_autoCorr_0.69,sigma,0.6632554237894639,0.04043135768211826,0.590804266763971,0.6618410947791928,0.7482654034697542,MAR,brms,102
propMissAct_0.64_autoCorr_0.69,Intercept,0.3827985210775241,0.0673601610968153,0.24784254647546342,0.38342919701142814,0.5159151230340225,MAR,brms,102
